Dates,"[Timestamp('2019-11-04 00:00:00'), Timestamp('2019-11-11 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-12-02 00:00:00'), Timestamp('2019-12-09 00:00:00'), Timestamp('2019-12-16 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-06 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-17 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-03-09 00:00:00'), Timestamp('2020-03-16 00:00:00'), Timestamp('2020-03-23 00:00:00'), Timestamp('2020-03-30 00:00:00'), Timestamp('2020-04-06 00:00:00'), Timestamp('2020-04-13 00:00:00'), Timestamp('2020-04-20 00:00:00'), Timestamp('2020-04-27 00:00:00')]"
Madison,"[26.751235030723446, 18.61288638051133, 35.9586474627083, 46.06205091064536, 36.10658474118475, 39.24282988144093, 30.8021726824114, 91.31615791484579, 65.07432718674296, 39.52078570046928, 34.05739938253584, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Memphis,"[38.66293435937824, 53.78807521369436, 50.53914066476945, 60.74020211036115, 41.4417163598881, 45.81519944420825, 45.32352106514689, 62.300548289123824, 46.28370970255793, 42.796886665971286, 43.649204975145274, 10.402842827425914, 45.300795423260716, 34.095889265607155, 29.979407183593224, 42.53530084636493, 44.90180287598426, 59.340446788932496, 31.889401132354962, 19.295325158573185, 15.419116333557296, 19.444685262868294, 16.128995609991428, 19.60437906577269, 7.066559251734795]"
Mesa,"[38.71663170146, 42.71430132525207, 39.522636241527564, 53.22392504619332, 38.917515284171984, 71.65911485673765, 61.366679567576064, 59.658680827939094, 57.28728818426816, 48.91681402495776, 49.29222541307863, 0.8948168191890915, 47.41134965684128, 33.53459863557691, 50.03693150763013, 40.29335229289036, 38.561609878755505, 45.63723783665424, 36.14416375638325, 19.37844633672192, 10.663162771377687, 31.737429807161924, 23.25132133187757, 25.119178884970093, 5.72044053320254]"
Miami,"[122.78633300054486, 131.45100719160416, 104.5488587441772, 114.39818994381037, 107.77880423814146, 114.95906967793276, 104.82554724107167, 112.71707723899584, 94.55949084359115, 90.45341549955454, 102.9259125809897, 0.6188660885757736, 82.4068006170403, 83.11220669230444, 55.522594944985364, 108.72042333562456, 99.84955349410991, 83.92299854666786, 59.27402274662131, 57.434982136880514, 68.36451409353437, 46.652487420543395, 59.096176212492, 64.1190966569388, 35.448496932989286]"
Milwaukee,"[48.87312103184041, 40.665376905849904, 45.970769068286955, 55.601244437140004, 44.992918655825214, 53.80962812345891, 55.58070586614311, 50.31745736260707, 47.018432122593914, 67.36649711505136, 42.420312082090675, 0.07509064119826195, 45.81327379701562, 43.17514186402149, 41.839160276291366, 57.190989879887326, 53.07558969020504, 46.891651200297936, 36.96130621339355, 26.867981333858825, 18.91486867018383, 17.91351404729134, 18.68479400945498, 29.381773931919888, 10.760075516347687]"
Minneapolis,"[75.10155636566991, 65.15089352018275, 61.13983780805162, 78.93279633854567, 71.91269586731502, 66.55714743053095, 84.78512371116412, 84.63528478249128, 66.78862565607832, 67.54371693157437, 73.12698906865927, 0.10438959351160823, 64.94781144201538, 65.7669767653961, 40.01559985780589, 79.78205352377677, 74.45478877851636, 58.495337934746296, 33.40249171834305, 19.116283949433512, 14.752531210376713, 17.434766605230944, 19.513491574342968, 22.69275685265377, 4.1005483141955095]"
Nashville,"[72.07130156677519, 69.18495589023301, 71.16035223551175, 95.10779192713144, 77.96085494215339, 70.12859654466544, 78.7021692724052, 104.62137401568029, 81.43881765647075, 60.81369384439998, 69.42254241554011, 0.05766521457362514, 60.31530388857347, 43.458943400056064, 36.60911725253534, 67.64879101933698, 62.86115177725804, 53.12770643654397, 43.61808587762857, 28.79977799906846, 19.3894478084078, 19.535744516022792, 26.703774538318747, 24.4847519200253, 5.027261804076036]"
New York City,"[85.23711413312512, 85.11882538263843, 78.66876658797514, 89.98097873631906, 85.37867544883258, 79.96690128218077, 95.93708254047672, 97.70747152103864, 92.86164522401931, 84.93340274450802, 86.184308463338, 6.667959260119826, 72.28630839683616, 63.71844027009881, 44.48836017323233, 87.46309573341487, 73.9863172190566, 60.21636047124894, 48.84494678762149, 32.30076910207623, 26.446890624954328, 26.22285689181168, 28.62015639797238, 35.046636305892875, 11.856908246523329]"
New_Orleans,"[53.45725875763311, 46.63324303870945, 47.32421793045559, 58.098462374317705, 54.31374624601133, 54.90484864047814, 67.11651480032997, 60.356036468690796, 58.15311360004093, 57.18523185682038, 50.80505087334111, 1.000137737354972, 41.181464938311855, 33.311019435807985, 29.01913377522425, 54.58634146949457, 55.589888335172326, 53.01648964979678, 36.117113289030755, 17.67930171809908, 19.114952536372172, 14.928903753118675, 19.57037738767452, 20.349349561944294, 6.46607628073394]"
Newark,"[58.30818038334533, 61.62264815220269, 49.11307347547927, 64.04509190679269, 52.57303644500001, 59.17584775555761, 54.066599978889116, 44.84021614225807, 43.9032217638723, 52.75147315604988, 49.88594997625476, 0.0, 41.70729876061535, 29.254026449990413, 22.312259895792398, 41.70966076067185, 51.82198360770904, 46.76160421215639, 30.16748231454801, 19.042525488064, 12.92756579516242, 9.339479609603648, 10.762309266448794, 15.284178742037875, 7.4445762434201255]"
Norfolk,"[39.519354204159534, 36.63898990738788, 35.305590258935254, 64.85602919684506, 27.406608528784343, 42.68661180260384, 56.20488333194888, 77.79496026237643, 82.06032358786072, 59.03248293270697, 47.16180104795335, 0.0, 39.223712352651134, 40.96345858220546, 18.65179916945613, 47.380403921912745, 40.71285979617661, 54.27495002243222, 40.54030220432754, 21.962611246249885, 18.471189265154663, 15.23583914711456, 24.42915825060359, 27.941678087361225, 8.776768560861285]"
North_Las_Vegas,"[36.478321184040325, 34.646209129038766, 53.01451971294824, 48.798223760020505, 44.22036286047676, 38.24777699186329, 37.63787811244334, 51.93784287819622, 62.87798048693875, 41.882027878743955, 52.230581026776505, 0.0, 40.877639760404456, 31.897983370946694, 20.272790820580596, 45.449822400040425, 35.278291259072404, 27.063251431514896, 35.058392986822874, 13.4153771329978, 9.543482817157381, 22.705050119316894, 19.34939528998165, 36.89212000709173, 3.534026290743693]"
Oakland,"[95.4404591695607, 91.9397038063393, 71.18547785095303, 83.78650602701144, 74.98073235453685, 71.2898635344554, 98.51378751673491, 87.38048686608131, 105.14692565926596, 77.67234352379658, 73.71225869079595, 13.793729479483373, 51.6369237972729, 69.68432684746227, 35.443962437804615, 78.25529087734962, 67.53093053017244, 45.4601358724403, 31.18680136673893, 28.519269146395736, 19.682777382714384, 18.67326884406004, 22.613671227724232, 23.940989700704737, 11.219728794586294]"
Oklahoma_City,"[43.663885608237635, 38.523890746077825, 38.74097093155567, 60.235946582102834, 37.02016175032739, 44.116269648085016, 49.67777945620767, 55.528678757771566, 45.93284738117924, 38.99775963465153, 37.676630480881826, 0.16179527321116088, 27.995353218999725, 30.596432077289172, 24.110712376466605, 46.205315704972506, 39.38926783107792, 36.51420931800665, 29.891387794766054, 17.286082746589706, 11.870486310321331, 13.857812506019812, 20.794069889290466, 20.149128722948006, 3.6317747679385146]"
Omaha,"[49.24544617494024, 49.18645429304249, 44.55875722581296, 55.233129574154006, 39.863856708398146, 43.159793620028466, 48.53881047455492, 57.17613039551371, 52.586970965451385, 50.15441456455862, 50.548490477112075, 12.360063562342546, 52.539730683739684, 33.01535902507731, 35.823017539842574, 55.855470298326274, 41.773249391537426, 45.192913511004726, 21.503438086993786, 17.316001686789207, 14.514596524063338, 15.074243098238387, 14.67886693533674, 14.441131760712487, 10.112741171290473]"
Orlando,"[93.18125442959752, 88.44784663134685, 85.26275661239539, 90.14921633937408, 102.01303931508544, 93.25311213163195, 93.24981319847208, 93.38420744909655, 86.66149828860054, 90.23188267306213, 93.95632562607678, 9.647755604173806, 75.149569059875, 77.97526441687216, 49.38856084456209, 86.21510210416723, 87.48678762623327, 76.5686466067072, 52.58957359728685, 40.86192180842835, 20.15431962044096, 24.402894525332552, 26.46428754704851, 31.288960436379924, 10.602244744027194]"
Philadelphia,"[56.07286042296712, 56.094293082995556, 53.83331394073, 58.52077540251829, 55.03341226158674, 47.70670594393978, 52.425617590677106, 51.67542623820402, 50.34420615608477, 51.82587056145808, 47.667288244490344, 8.137747744555273, 46.41992829375813, 39.25104226333762, 30.214803548991604, 58.75645833193859, 60.574325571007755, 43.78476609192035, 28.08482908557549, 19.99511753636909, 15.431695506350662, 12.919531655915222, 16.981098626916197, 19.41222878816873, 11.053821741495648]"
Phoenix,"[52.96559860903224, 65.94397351737547, 49.66024201047953, 65.91827174826007, 53.87652367513626, 56.18404703264435, 62.04315927129466, 60.52226916655457, 65.70156201223374, 47.52964305126215, 51.23724771792264, 6.880316011865477, 47.445134077972405, 35.346410084678915, 24.559665554259038, 58.47117653418292, 50.79188141684409, 54.620984665924034, 32.582706781322905, 22.83635253789364, 16.968257150009922, 14.717147922321566, 18.36580296341743, 20.544825910867484, 7.809489381495956]"
Pittsburgh,"[58.13643088235656, 54.90368565545244, 50.43816932135717, 58.555199351561114, 52.23744132491682, 65.75859903781388, 59.0401530761135, 61.43719474543197, 46.99578403843507, 56.73733265811983, 51.89090851659858, 0.08554912578204839, 42.21227478852195, 31.698418842449218, 24.463902872771165, 48.702333029372966, 55.5196117978231, 46.21055574100518, 30.418052696132218, 17.866535099820787, 16.813397815449033, 11.287634272083476, 18.25166881420737, 19.329515380485454, 8.897619734152038]"
Plano,"[68.70339650337195, 65.7075123234877, 63.64044519119412, 82.09120389135717, 59.27625108668706, 68.37505733310711, 67.43866762072808, 81.55779409832597, 60.07059588950468, 65.71201138761775, 62.76506468954664, 0.13816097631937102, 71.46873944766041, 61.60122539813221, 71.38383182263844, 63.84975506749338, 66.14611387477473, 68.22812485284696, 31.916941748986254, 29.74883757051131, 26.225401302924237, 26.03736392354246, 25.04921680503645, 29.01411013419507, 17.74237876487714]"
Portland,"[74.89252792946378, 76.91877717143694, 66.52995119654835, 79.92093587363864, 71.65875517163231, 79.07261246890187, 71.86522711787637, 88.96162133487888, 84.99652205495673, 67.40378201270413, 78.53605478584387, 0.7710785410250253, 63.02273831504052, 70.37764986987648, 45.530311027934026, 76.24987334695004, 81.77622881379055, 50.516718960380295, 36.52786021643725, 30.12331304263147, 27.342927901804035, 23.393696777324163, 23.080109458977685, 22.552017114478094, 10.634212518466304]"
Raleigh,"[53.20844825770131, 54.44778783606901, 60.94625429499447, 55.972170299381425, 54.918290911305725, 50.73325155336829, 54.58353927734667, 54.612318732998, 55.260517468007286, 41.06060448116636, 44.64063548661442, 3.6615648434028016, 37.463512652618725, 40.451666820629285, 26.151446705049114, 53.71906479254181, 45.9143249200399, 38.771044008468365, 23.487566959021848, 19.227296216224996, 12.375801276767973, 10.183327184187013, 16.567921076815484, 16.883240061782686, 7.977627915539513]"
Reno,"[61.47795816617113, 56.39585466403053, 70.03130477275104, 65.93026261213215, 59.49690940228322, 42.08101840052324, 72.23592808143005, 64.041779362952, 74.88732225244003, 43.68897947128361, 65.94433914369611, 0.0, 38.385187308432705, 32.02887335626084, 40.64341433837586, 51.18483922695777, 59.01466614390449, 71.25505037489434, 37.8397911015978, 22.43036110443855, 13.510707080027174, 13.2353698247123, 13.374900654136686, 12.812370376742438, 17.1866196005649]"
Richmond,"[57.49082266769946, 48.64365182969306, 45.476833045564746, 66.25039146623996, 51.88892320865942, 56.717810455422885, 60.924531721416045, 61.599230711452215, 66.4379866343937, 47.073707252482755, 54.22340494258714, 3.4196309927416, 43.588112107597475, 40.84454742514896, 38.14826275107181, 48.50591616345274, 51.73459795924277, 49.86402811437335, 24.78033870970717, 22.12511190757132, 14.903056888577519, 16.731932030047766, 20.28154892224006, 31.6437844788607, 10.865659473284962]"
Riverside,"[48.88714955235459, 41.671591471249435, 45.52025582715398, 61.18484520498579, 49.40726415819633, 57.9696732589929, 55.949000099533365, 49.33492271976635, 69.84589399331952, 44.240017894827226, 41.20166749191974, 0.462995246298247, 41.26972892101816, 42.447079046059706, 22.03333336510776, 44.793554797961775, 49.05411044298298, 25.630785325188953, 32.34230969711372, 22.242355062714964, 15.563890477389412, 12.181290702900812, 25.646908116934167, 23.99229777023262, 7.8841695289294025]"
Sacramento,"[60.0706828253769, 70.09503793613699, 61.7335408023336, 63.25126642400624, 59.38647049855915, 48.744300061739025, 56.591559585280244, 56.61925160890997, 58.82709646794606, 58.03624745009859, 66.46848532384111, 3.934285505139549, 48.51395448638397, 42.85228227831054, 29.488815261976747, 74.24210651530132, 51.231193634128076, 45.92710843495946, 34.06035249846537, 30.884278590840722, 22.32943469369077, 26.846003878977708, 34.29996255994787, 23.361682037388984, 6.359845984139339]"
San_Antonio,"[47.380479504859046, 41.0443454194211, 43.11349631152981, 54.300028991002065, 42.14489885337842, 42.176534200932565, 47.36213895092637, 58.54659770321996, 52.342473915158884, 44.05492229107311, 45.434851389213286, 0.4649833587661221, 35.963134797681725, 34.55135667065803, 28.185710936110507, 40.46541724856903, 42.94766030286906, 53.068527239774426, 25.708890246582136, 18.33226332890913, 10.308958474209387, 14.191994332771731, 16.53908787484905, 17.597862342554812, 8.842192295257927]"
San_Diego,"[84.99603772289086, 76.45165165749968, 73.99422282140131, 84.29776530688636, 79.88525858090561, 73.25742158269209, 92.03708050886276, 98.41800637032671, 84.66997554129841, 69.6866020227999, 71.54752331178578, 0.26869859112906097, 65.00326745854194, 47.582720817910634, 38.13777429520022, 73.34645446126912, 73.50046611964379, 59.64562881641771, 39.504872060406925, 34.945709971117786, 24.740248272480496, 27.93715821998873, 24.157697687058302, 30.400307512549443, 15.653084140166268]"
San_Francisco,"[115.17202696784788, 109.67233326796574, 106.21240924056231, 126.37152935314708, 122.41760324413812, 112.44537633563206, 123.9097345645866, 157.65600827566843, 132.8273572056501, 99.55757996948887, 132.97091878450524, 0.8670385335393888, 91.23475074637275, 95.89575868003105, 53.87776302217914, 102.36205939821434, 93.36774083099844, 59.76788149078878, 44.14837254644235, 32.42254172947279, 32.917872055753065, 29.141006178364247, 28.495508975532545, 37.54149156608491, 19.23289468836869]"
San_Jose,"[66.22482701512745, 47.084693440333965, 51.956965026356784, 52.99141350962771, 60.87727739844694, 58.797908453069724, 55.77611995546653, 70.70070740123343, 74.22185820522985, 57.058055501008646, 57.240159182733386, 0.07212795428271156, 52.23044769642916, 43.256535523564494, 34.086590526036474, 60.27711436872973, 42.901713621955814, 41.379875060964544, 22.91883487325769, 19.95231717755471, 17.321587455238422, 17.329950313004545, 11.059140145132897, 11.615890470976222, 3.549118961144107]"
Santa_Ana,"[59.052572514851825, 64.47956393328494, 52.12396747321114, 25.021095301136945, 41.18491993514773, 30.074581266033764, 41.625493109428575, 47.49204635762765, 56.05389732138054, 86.9080629312305, 63.61359758206349, 0.9346793001468447, 42.68854257382531, 52.98642744911433, 29.30659658687697, 35.339035729844525, 36.66655858325913, 35.13717352630067, 38.818660043435685, 26.988209897473965, 24.401625002905483, 13.125071729067693, 9.303332363455556, 16.884474886576385, 6.763200372459403]"
Scottsdale,"[91.63127525975109, 86.68330389033035, 73.97675734164733, 98.43818068025426, 99.05468329491468, 91.35206078984191, 94.63498461785083, 85.30225215110809, 103.5193768350308, 54.058216164255064, 68.94677407106542, 0.0, 85.79977028643185, 52.84811324918978, 45.26610770178718, 66.28870701897712, 78.13670999343782, 78.08008400231931, 38.589213739674655, 40.974946355451216, 27.686705587454252, 36.955209681630414, 32.766207544714845, 26.412834077459284, 5.521768311415838]"
Seattle,"[109.53648131417623, 106.72794380247244, 94.57176532572934, 96.05450520877078, 99.37634457537727, 98.70136727399124, 128.11546864077462, 123.64752181639084, 110.97845938128602, 84.33905592139381, 95.10128333393068, 0.016852908567434703, 76.33361749499008, 69.83660715268886, 52.79927156212162, 107.23934382564806, 78.7015131182277, 60.12216806001727, 35.824583838494746, 33.98688291099035, 19.00951624411652, 12.824099585435652, 20.430916365336792, 19.36297496775134, 10.064734283558092]"
Spokane,"[78.02642860231829, 69.63985791120416, 81.96067970482841, 80.40526523078974, 47.559424025552275, 57.74962463945625, 74.9168715440198, 69.50249058992235, 56.5458424310834, 51.97222348958638, 61.36681184097866, 0.0, 45.25504454117714, 41.331923962520186, 16.620074536302308, 64.25909186615647, 60.999578090944894, 40.61623577126639, 27.99533572296812, 27.297885962188786, 22.951104796983408, 16.625831104206046, 24.327061749968408, 31.670437616078647, 23.097403364631482]"
St_Louis,"[60.22668202817256, 64.82025518687118, 50.66161654447527, 54.379259806971255, 70.08784497780621, 54.40966847742664, 48.7033810288351, 69.98370587712145, 48.23154687470724, 53.92127365135939, 51.811528944160926, 0.0, 58.777956299475434, 42.133384837638545, 28.293706875197948, 57.061803658982925, 49.011036933197495, 52.12262024954217, 27.077214992490358, 15.421369590619015, 13.77355486444034, 9.339467658608092, 25.385770563039426, 17.5291993407627, 9.685347599108225]"
St_Paul,"[57.39290865627984, 46.065456376204615, 60.91455682053914, 49.35147306842094, 58.65787666769532, 47.77434130744663, 53.52874199422438, 53.46807695535694, 63.86660246561463, 53.84571247501079, 50.65345513655825, 0.2182793215135131, 56.89634833769276, 55.54280112087725, 15.9012166724256, 73.69287885138792, 62.5200650112965, 44.88783722118357, 20.750129593341164, 21.059162985125962, 11.230604298307057, 18.214778766747244, 18.35120775921236, 21.422188548572727, 10.851850742719574]"
St_Petersburg,"[68.39843861503887, 79.26999476795703, 60.190913154071005, 83.97345256237259, 64.55365663027554, 83.21215657573646, 72.22903889481915, 71.3103251142073, 81.20760034892749, 47.732966982701214, 41.20204051805106, 0.2170479405236435, 43.70729510769298, 49.88420003857748, 36.28111108149464, 69.61418637277507, 65.99796266339968, 49.42979251736942, 28.785932075278865, 20.029267414356106, 13.102083274096033, 9.340519782544753, 27.384567700182277, 24.29686150068889, 8.779681572015184]"
Stockton,"[41.63262388321888, 38.39369973800776, 36.40145705696752, 47.07790693428718, 25.196853556570808, 31.11345046549036, 23.25217704423127, 34.79404721014045, 53.70354121491308, 36.36206571826894, 42.68312745038435, 0.0, 41.035711827553776, 16.941302172732446, 24.57598955451509, 43.62868812075313, 41.21240424727856, 45.008547899025544, 34.49503560985687, 22.85743902716208, 21.023833008485614, 14.075475422312785, 21.86459713209853, 22.52839093057689, 5.9929364635493245]"
Tampa,"[71.7812627712751, 72.056062448938, 64.64130005506021, 85.5251107961735, 64.81485065827414, 85.37256498769894, 73.83334638850674, 70.73843569931928, 76.67667376017259, 64.49363170066137, 59.161794170591726, 0.2181220645933758, 59.23641337057079, 49.465882962673966, 49.85550713109636, 69.0015324356152, 68.519181929703, 48.32996332652761, 54.03774920916502, 29.167404015755853, 15.305971484072414, 15.141391701805274, 24.134835196358317, 23.7866222220568, 3.294088728859019]"
Toledo,"[50.926317684887245, 32.701381241627395, 46.33876973590563, 37.11092841554726, 28.759159313818344, 23.047320379280162, 41.693788277614594, 43.270935665691134, 48.893820514147784, 42.05023041423461, 48.76174554546606, 0.0, 37.645375996876524, 27.73724055871408, 35.085386862659476, 42.979720722969475, 42.80067765195978, 45.1528735556323, 26.27631415835418, 11.368989920797706, 12.761890763373575, 15.593067528330947, 10.365462103613297, 15.403665582538094, 1.9137387874651288]"
Tucson,"[53.028564952835424, 59.2522350276891, 41.015711371321174, 53.456951133336936, 48.52114137666357, 41.546359406121596, 81.72289986296532, 67.48551171794314, 52.95461430055581, 46.88002661867944, 47.48542442193412, 89.88340513746316, 43.85803755401838, 36.76555972621561, 29.807591710162786, 55.366785747440396, 54.02792127415954, 63.08325530747329, 39.00817458899037, 31.477875963373734, 15.0642685964138, 29.22020709054959, 16.26874773363408, 23.21717501995173, 7.4460280020404745]"
Tulsa,"[48.839920344100975, 45.08435174166186, 39.48584575301385, 54.64515302469291, 40.64704597676021, 40.53338744333436, 51.030252345476434, 57.75718193916857, 51.85274852214396, 47.61412487177407, 62.85630416346291, 0.0, 28.33293953843425, 31.868548263643497, 28.702147124473363, 42.20228416799811, 49.66285982916258, 45.113710102882045, 29.50414893626136, 16.260066385357312, 15.014090288261052, 12.023401954286586, 21.13057662014536, 26.411616550410038, 9.260933105695118]"
Virginia_Beach,"[53.615999714023154, 54.380855124445716, 41.94386378819989, 48.82708955607928, 59.14795025987434, 43.60704226351719, 60.73065317125724, 58.1252367909002, 54.89452678719395, 48.308963813136046, 54.34899696562393, 0.0, 36.31389300959329, 26.689429186114307, 24.78414022986011, 48.052033193463075, 41.22027706742261, 35.54656472629971, 25.782821577016872, 22.02049926590864, 12.480309323835556, 19.31152717345216, 16.742713618591644, 28.774754733549443, 7.305077799984644]"
Washington,"[84.36822260291605, 77.66270427261041, 73.05358514890385, 98.24194227294642, 84.15380333817605, 71.56349475506326, 90.4021345350892, 105.62677880677064, 93.81382393238421, 86.80153294578095, 62.38953887878217, 0.3105873050698095, 73.13665137625935, 59.58662499363102, 43.68968111078909, 87.06378383971642, 74.5834821783522, 61.11687804943119, 37.686098194367204, 24.99343326720122, 22.13843853048828, 19.888916035628977, 20.448001447829046, 21.731865956271413, 7.986165076034704]"
Wichita,"[37.78737440296496, 32.99440474823809, 40.606234900534844, 54.728908910814546, 35.43736985573674, 27.47304132167495, 36.1187563553959, 47.911196662242496, 36.08833221756029, 33.845456656932306, 31.085413087168387, 0.0, 40.79052288777314, 30.36535192156959, 28.174577963097118, 44.72165319910167, 32.43292543512989, 37.921998910253826, 24.847830878538787, 11.22034705722193, 11.31475008198986, 19.22764895009169, 11.554386860867044, 11.489414268800877, 10.382346392550517]"
Winston-Salem,"[25.91111643734573, 36.453072714727924, 29.358561729768912, 55.33948671790101, 33.598307499592984, 40.02427646026256, 40.477597664739534, 42.15685204726735, 36.376010801943224, 42.204066566562965, 39.97518536307207, 0.0, 42.50752335867679, 21.250981441046708, 12.53367355664613, 40.286193492170746, 44.670678893429965, 57.832612483569015, 29.901538233348226, 23.1470685644531, 15.424396297504881, 15.894847306161973, 17.20316684905359, 18.247841048097055, 4.914563150758838]"
