Dates,"[Timestamp('2019-11-04 00:00:00'), Timestamp('2019-11-11 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-12-02 00:00:00'), Timestamp('2019-12-09 00:00:00'), Timestamp('2019-12-16 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-06 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-17 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-03-09 00:00:00'), Timestamp('2020-03-16 00:00:00'), Timestamp('2020-03-23 00:00:00'), Timestamp('2020-03-30 00:00:00'), Timestamp('2020-04-06 00:00:00'), Timestamp('2020-04-13 00:00:00'), Timestamp('2020-04-20 00:00:00'), Timestamp('2020-04-27 00:00:00')]"
Colorado_Springs,"[82.882713277097, 67.10826021073309, 64.98688750046753, 73.78643014029572, 54.2848662765901, 61.68986151179262, 63.62393087556895, 78.2159112006551, 68.08294153289094, 69.66975955330672, 53.77460613498161, 0.0, 53.75997486834381, 48.28922739793791, 24.74537665735577, 77.10875825291726, 83.49062708821222, 47.25871293812179, 38.7581258640564, 24.821921863842718, 14.59217446188475, 21.75530065364446, 25.18360655117152, 22.53983205058734, 17.206119555473812]"
Columbus,"[42.442494623224654, 44.05373677703386, 34.368878329468785, 48.02080818823724, 44.808637872720176, 52.63086252162785, 51.73889237105215, 63.8868887821074, 46.82911853086444, 44.412456375840215, 38.64080352687183, 0.0, 33.52261400251285, 32.41872436518004, 23.44027596972581, 37.6167733553396, 40.05338368478969, 45.65024595224495, 22.86339000111577, 16.65278263816695, 12.143039852590404, 12.636298848191851, 14.558034141806939, 14.910529108315895, 9.370314848660547]"
Corpus_Christi,"[43.954291605764396, 48.99751139556381, 47.61806860369981, 65.51253237278799, 37.278201874795045, 49.58736554891542, 57.17473171212308, 53.532659216739646, 72.89751254177756, 50.32477768164721, 47.668574232727224, 0.0, 41.40376142207483, 28.400507068131066, 28.49455477549675, 46.207358560805645, 38.837376283229105, 52.99737291350244, 38.043486576083055, 25.075325661120814, 16.959486827239925, 21.531239767542267, 24.76102378335093, 27.94286144339393, 14.001055846059074]"
Dallas,"[61.74932064879108, 58.870431723816694, 66.28253040450565, 77.07613595548062, 56.61508472118592, 59.042775243828046, 63.93411686493501, 76.51496605392593, 60.11726475997858, 50.295694061999995, 62.02290810614446, 3.125654620376904, 48.849530288528854, 41.190794568160776, 33.6653857524684, 55.029062609614506, 49.24874628025872, 43.583946206613945, 34.30063909201762, 23.43102722497889, 20.196755583696728, 17.532212502890427, 23.71769973198318, 24.496217200261817, 9.310049905344949]"
Denver,"[90.98518536302376, 77.71308300838311, 80.07871000262737, 89.53300050878929, 74.30342062632944, 91.29490568184244, 100.03526735132887, 121.18980596517349, 84.3996952377623, 77.10808193968646, 69.27078850237719, 2.1848931118500157, 63.11844657414311, 57.43014851574395, 35.88966309043076, 76.85167145713876, 74.24403319794011, 52.26433742673647, 36.04829660991106, 23.280035410741657, 21.619091033952042, 15.56477647381568, 26.590784013440274, 23.10533972587141, 15.333434211796492]"
Detroit,"[56.66740066847662, 46.56374859913053, 46.32900816887838, 38.536948336520375, 45.41214422320007, 52.10235734898971, 37.71554248576869, 64.71060326819249, 63.126154412395074, 46.096710850314025, 42.806527971573026, 0.728014539158304, 46.66021058543636, 54.17007598218393, 25.53188515923311, 57.90556476635561, 55.06642669405778, 51.11408691175893, 31.7705325034653, 36.9116761407765, 21.305530031388503, 16.834963052109213, 17.23058745263771, 19.48017310602488, 13.160699555406225]"
Durham,"[45.846162613217246, 39.16709086297815, 40.502237985394075, 60.58368873901183, 56.707683672834456, 58.8957482842041, 51.84051467200715, 57.48645537373028, 47.779466822533685, 44.73953645235405, 40.32858680019788, 4.776800320870068, 32.072480663645806, 47.54896473645577, 19.544929335216924, 39.93368537282, 49.68023781081131, 43.94475345760685, 39.83490786034946, 25.4311738814045, 14.687728195169036, 11.298256727790687, 16.723814331014648, 15.659411403604087, 2.431844029039914]"
El_Paso,"[52.88531962513834, 50.70596299552866, 50.18725748842149, 51.06223717159803, 44.428036792918384, 51.192801099139146, 47.907998838314896, 60.61277502606104, 61.74648090168374, 47.09480313441298, 50.515508747011616, 11.766543238663273, 42.52602465536392, 37.6620611340479, 24.290427067357555, 44.113294416564315, 43.2507281680423, 51.86264526925373, 36.74348689179679, 20.54627902565289, 18.66883942233512, 17.663148363097758, 21.404371455108738, 17.373197606341144, 18.11201329749778]"
Fort_Wayne,"[33.149800735119946, 42.37807902129171, 28.179020856965494, 51.56359549632364, 35.175666088818694, 31.62977248221995, 45.14710838045167, 54.807930696980584, 40.811073094175406, 35.36211834273274, 21.739465165090646, 8.20220437408673, 29.34983140569503, 37.824846017407864, 23.887801054390078, 32.260658973619385, 47.88552099998826, 45.24413580784407, 23.339340051827282, 14.452420041469267, 15.54807069566884, 34.978520720582594, 28.43425891834432, 30.79438478213605, 6.45960353079254]"
Fort_Worth,"[48.053473632670034, 46.60053006714588, 44.52633749316764, 56.702706804686315, 41.16116596285339, 46.76560707636383, 50.24764525605052, 56.073728443774115, 55.534950775004724, 45.3095864137013, 48.843901646127996, 0.0, 33.04280893610765, 30.140290435344344, 32.0003139907518, 50.95549062463258, 54.834451811439216, 59.59490580054961, 35.18170624591631, 21.792773302799727, 15.763732238055589, 18.550709654244105, 16.678227394816748, 23.311745266596397, 6.454209931819202]"
Fremont,"[93.62098618519495, 37.374889346131965, 87.22657988028307, 47.66533151564305, 45.873408795080614, 75.64745006762014, 101.03064428272657, 79.17587628135773, 81.34097132256458, 77.21502405674083, 69.09086827361644, 0.0, 53.25895385619371, 63.57176008572411, 62.64418154628279, 68.5039732009767, 62.240748444393304, 61.33638182207926, 58.94316344033507, 31.441611231258488, 19.930448214600872, 24.7442530648247, 34.216380073952344, 19.640694889097713, 4.333984311766155]"
Fresno,"[33.07172188151909, 39.63895280630005, 25.003733074967748, 36.27963837438507, 31.23842573799509, 31.547564239809194, 32.64073437793861, 28.185138029933718, 56.63628285895106, 30.577270840044356, 30.928154060822237, 3.6708961595860994, 26.899495688919345, 25.416122286042892, 20.450245735279037, 41.3443527501224, 32.391764742456104, 24.799900701136107, 18.554429765729576, 11.626762321612155, 5.7590172085443045, 11.898984745456612, 11.816625376406396, 11.371370180150409, 4.824363977285317]"
Garland,"[44.36290547516393, 31.95302773343495, 36.23199778317301, 55.93155850589978, 30.97933777870875, 38.004508766198995, 34.36778898896646, 41.42731447251736, 44.30581866947362, 43.689729826376684, 48.55158761534007, 0.0, 31.69404274349477, 19.89088811675241, 22.568490947841468, 30.501225297347215, 41.816015762660996, 45.24410629636128, 33.512467157129585, 16.22110978269928, 13.09044892821649, 16.191693101743162, 19.196346214682194, 17.25918551054049, 15.483152422704553]"
Gilbert,"[73.81877509805084, 57.34511615138036, 56.2166388610319, 78.55855284600995, 55.952518382449405, 52.751000080810854, 52.68066064579134, 55.12749398231227, 61.13634193018712, 80.93067072519734, 63.364422705342506, 0.0, 38.29495382084632, 42.124236042121204, 54.78480542730932, 65.75868964001242, 53.080122036207584, 92.06426342417816, 44.64088717889781, 27.849131726383863, 17.159127750275314, 20.933144985007864, 32.584783492513026, 21.91293921700533, 32.610686684399674]"
Glendale,"[54.440768224270364, 102.07623084426834, 8.746409845329097, 30.24651856305159, 56.41424777919164, 54.05615721047968, 23.87920138544233, 57.46467543702114, 2.7184656861196914, 36.458135897769154, 11.544090061717599, 0.0, 6.552510020077686, 35.63070747600446, 103.93172879339994, 26.62607885110189, 55.57486784463339, 11.95610366889171, 15.131854697985707, 18.431178618884527, 5.907621612494231, 10.234382169171877, 22.75996571782844, 9.875649637196414, 7.349662820320231]"
Greensboro,"[27.711668952441762, 29.03332223066352, 29.090633632645467, 54.58267696785304, 25.826249258594537, 32.4037304162602, 45.864406670937825, 53.02523514964509, 43.400546600333406, 40.67745756686712, 44.465957657188866, 7.062554471938955, 26.72735505152545, 16.32269893497209, 13.884242908242744, 39.49140283454519, 58.72579358949174, 29.470753919178733, 27.83927489512723, 14.526353088712055, 9.768121450255613, 16.14879126348242, 14.044996569460892, 13.36959968790866, 2.7532585874064552]"
Henderson,"[71.45961687131226, 55.197187486691064, 77.61497760766612, 97.35922156600486, 79.32345863312123, 73.26663848698044, 102.18336101364605, 103.68649789085087, 73.15596634268172, 71.60317656900038, 65.54441840493656, 0.0, 61.98459007888781, 64.15261136137354, 38.797196715914886, 65.32227968988576, 69.68802834767486, 61.51280633737323, 43.79408517748122, 24.85688515786117, 18.813679901396924, 20.750091372148496, 16.889469090214277, 19.662967269808416, 6.560584092498513]"
Hialeah,"[17.375986054004613, 48.15802709712718, 36.931015005640546, 32.975532645427386, 31.345024387912368, 43.09928917924507, 26.558452167258643, 35.38741005949089, 49.88408345108468, 21.35314078046486, 24.55484084148727, 0.0, 44.54864110193098, 27.256693954783074, 31.16726834318729, 37.68912320060613, 44.05490735606332, 44.913946724490565, 22.018515872485874, 14.063096632779029, 20.007543167693647, 9.498420712299342, 10.632665559086867, 12.004267038825278, 0.8529170522553993]"
Honolulu,"[135.4461204866584, 149.06957437140198, 110.3571691686885, 109.84654492717071, 154.5462526695128, 123.06226943119611, 169.9291185925097, 161.96187974740053, 141.34350089372205, 139.4088295961725, 142.808109221412, 0.0, 121.11167525177902, 83.62494396712918, 51.53273244126452, 141.2707605464801, 125.88366002619982, 115.61531212317956, 90.249448299553, 77.93281373227647, 51.63566144601409, 35.203297951412246, 61.138147049620315, 60.131258383419926, 28.43365231156954]"
Houston,"[52.60460645116423, 52.86765599222628, 51.653485794826224, 64.80592743624028, 50.20706350697986, 50.340732134190766, 55.14109748903455, 62.57959022734071, 56.598229088213884, 50.71075451671681, 48.22257628510641, 0.9795353733473254, 41.79525072308535, 38.717109418267775, 32.98156368376865, 50.28745997142406, 47.18778363860733, 48.589310458690605, 35.939691090380975, 23.93051140742849, 16.86811752508739, 17.412389378486694, 21.861252076824094, 25.20877926326304, 9.293211337856796]"
Indianapolis,"[50.317705711284425, 49.65931128868504, 44.79517631829691, 48.58902004658715, 36.76975851352601, 38.55860168907627, 42.97120617500178, 44.19932103270995, 51.18363340242353, 36.51380044484009, 45.12271917576769, 0.0, 36.3991190310592, 30.171120306943198, 31.523608982770853, 44.65448969459384, 36.98154750473294, 45.44201880841893, 33.29249766774668, 15.486518915638449, 12.14448220107841, 9.113448233341176, 13.034825436764898, 10.62994500275662, 7.983605220330838]"
Irvine,"[71.57454928329456, 70.69609280791428, 71.33512720805463, 70.67482900673583, 56.39580999019477, 96.7972181146594, 91.74706173050328, 90.24732561164852, 126.29295863408142, 62.308098592690065, 68.664114338394, 0.630554778104484, 56.154381726255394, 47.70213116473784, 32.43751832496351, 85.93320313911578, 79.61133418478461, 51.42577526850229, 42.155475470603015, 13.116582324265616, 15.023311583235385, 23.1391594047813, 35.76632998665278, 20.20697347645088, 5.0443761452024685]"
Irving,"[53.18113743590103, 57.3425653291697, 67.381557445723, 74.93783040512275, 58.92298494444597, 47.56470739505846, 68.7768873194481, 69.20009820684048, 57.19753677343428, 44.33960286926694, 68.05668968690192, 1.6826096221566669, 32.33835309772214, 29.324697700621492, 42.367537066004296, 51.85117694262775, 47.1211315151108, 50.95554876729314, 37.73104033933826, 18.88324712805905, 27.057100288711442, 13.349648388628822, 16.993955952273353, 20.792440893607548, 12.749243364676573]"
Jacksonville,"[52.891942482047796, 117.46935921252668, 57.371506865781605, 78.07871628271015, 56.373743533782644, 61.81054376387465, 52.14118273273366, 80.013424578863, 51.967463250948754, 43.295519455911496, 30.485447939370502, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
Jersey_City,"[53.74450253700481, 50.50584270177991, 63.18366272830183, 52.93389527314717, 56.759487000597, 44.21633873281578, 50.75301526221777, 57.56982035369082, 63.033476126797716, 45.05377663755343, 60.61158153378211, 0.0, 57.17161846776095, 43.68464684733095, 24.194135004795083, 61.310483617434244, 43.28224041255694, 48.25008299725421, 20.6662661357162, 10.952613640596368, 5.788873580272751, 9.42318936707701, 14.549907377996893, 19.11460506083685, 0.4725658404171745]"
Kansas_City,"[70.78117385205816, 73.53347992316236, 54.84886449854653, 65.85645149315145, 65.41273375070773, 60.60901989950499, 55.20556863407281, 78.5104918242404, 61.10436918519542, 53.48569579396175, 52.64330489900377, 4.637256169709785, 68.01156372700825, 58.95794202542572, 43.192348732180434, 57.752641164600924, 62.32519000714547, 48.34812484787821, 30.154384279322887, 19.43903912927311, 20.579957091205195, 12.563062476761198, 18.806285652850924, 14.057389286360571, 5.042684743395242]"
Laredo,"[38.75438026014946, 35.797429386760896, 56.3479453811786, 53.71097750547472, 27.02134370833762, 34.793422433920696, 39.16306544082408, 34.51732475435321, 35.316668809643346, 31.23729430206621, 40.37969064968571, 0.0, 27.66607658435842, 33.24862836180586, 14.394010751308551, 44.58941982565095, 42.86118326987431, 36.293887970247226, 33.37750823749611, 22.838694294665718, 13.499139682577908, 43.50053870180725, 15.819995152440288, 17.103877012698067, 15.340188471356797]"
Las_Vegas,"[74.13215176027454, 77.48872283284422, 75.59151155859382, 91.43451566469109, 67.61057767419025, 80.9322187491425, 74.69614860321788, 79.02936185928655, 77.83523109775285, 71.58251237380344, 66.99346976831508, 14.074709558720398, 62.02311528798682, 65.90603505806331, 38.81957667631849, 66.41772665157137, 78.71389638169518, 70.66012908345684, 49.89389452756405, 37.95254642422867, 29.951102789149214, 37.13162110460072, 40.98889891848297, 35.37065531422533, 18.56132385097556]"
Lexington,"[31.293428187465533, 40.33977663132556, 43.61766833936609, 34.677765831845015, 25.295388865367762, 30.93820267619661, 70.01929653863985, 58.74722272720337, 29.35293770099591, 76.68611591502886, 56.93468879970045, 0.0, 36.12041841769475, 25.88292016647985, 36.94579580423987, 49.39192911457571, 38.746942340092495, 35.320731591564076, 30.141523708884602, 7.587026279816989, 5.360615649836091, 12.810450909108566, 12.270882483285645, 10.684665766676238, 1.4347479459112489]"
Lincoln,"[39.14008025958999, 49.273404776739575, 71.15436378619023, 57.02049134193283, 38.976741366590794, 47.13457637514161, 51.966558502256134, 60.824027126480324, 63.4405277970706, 69.54859893799758, 50.616220901529324, 0.0, 46.01780196579611, 36.590244824650576, 26.960984015459427, 62.477398724906095, 48.354914576012746, 43.89194078116662, 28.205049262534448, 27.56481209444292, 15.230286785747547, 12.61230401935403, 17.86492388487777, 21.812399763509326, 7.020134086018622]"
Long_Beach,"[56.76026601618796, 61.12022313666754, 33.56671767762188, 54.069994317455226, 64.33953109030305, 61.944059742980954, 50.76481433489137, 65.12408729566963, 58.66161107205468, 49.36597927540625, 40.01098639220287, 0.9603962375318169, 43.87103454434222, 29.618010420158754, 31.36861461449454, 53.62284573751249, 43.31978273111351, 36.59195471966051, 29.574282629674702, 29.40793611577171, 18.470080915127586, 18.761173383136423, 19.622744874781734, 21.315154657761585, 6.398698689073429]"
Los_Angeles,"[95.78917812461373, 101.07660059477894, 93.89271336102816, 117.4328297458182, 99.86182376091135, 104.66483260977866, 119.71217644946236, 124.23430986372101, 112.24249995066084, 91.39830351464735, 87.14237564160244, 2.0556391133393057, 74.9284573088125, 74.94532619615592, 46.30524595636867, 90.22124440487305, 81.46785792098648, 72.48352382084558, 54.94591331780683, 44.931497198261404, 39.76435445376856, 36.271157148666965, 43.474537644094546, 48.53549662308694, 18.077692199917095]"
Louisville,"[46.023562653246614, 44.388266887547296, 39.19499157270543, 49.127391510390275, 42.24383827245734, 43.283888219976426, 51.48055758712629, 54.49305893606353, 62.79744657380425, 37.57003597928865, 36.316692694818684, 0.0, 29.30357075476741, 33.00612668442872, 18.694323894544645, 33.69894173539362, 37.71700787131214, 51.45143002938728, 20.8147570022508, 16.738259808461372, 14.301844941183493, 10.329114337968806, 12.265577453292329, 13.236713245266815, 3.10342266395292]"
Lubbock,"[46.24826728372607, 40.074927461025794, 37.61076631784135, 82.26380050929514, 41.777762503354616, 63.60991576889391, 62.55900103953706, 77.11568981311181, 64.90634119188043, 68.41906128043563, 50.731174457433966, 0.0, 34.118566757491486, 28.32694062582674, 24.270039060624004, 44.89565529325422, 43.69403758185032, 60.129119772189284, 50.19868690106683, 33.608087600814194, 16.302425866934026, 26.86706290407823, 36.90625669680485, 27.02271609132036, 12.813921513124127]"
