Dates, Albuquerque,Anaheim,Anchorage,Arlington,Atlanta,Aurora,Austin,Bakersfield,Baltimore,Baton_Rouge,Boise,Boston,Buffalo,Chandler,Charlotte,Chesapeake,Chicago,Chula_Vista,Cincinnati,Cleveland,Colorado_Springs,Columbus,Corpus_Christi,Dallas,Denver,Detroit,Durham,El_Paso,Fort_Wayne,Fort_Worth,Fremont,Fresno,Garland,Gilbert,Glendale,Greensboro,Henderson,Hialeah,Honolulu,Houston,Indianapolis,Irvine,Irving,Jacksonville,Jersey_City,Kansas_City,Laredo,Las_Vegas,Lexington,Lincoln,Long_Beach,Los_Angeles,Louisville,Lubbock,Madison,Memphis,Mesa,Miami,Milwaukee,Minneapolis,Nashville,New York City,New_Orleans,Newark,Norfolk,North_Las_Vegas,Oakland,Oklahoma_City,Omaha,Orlando,Philadelphia,Phoenix,Pittsburgh,Plano,Portland,Raleigh,Reno,Richmond,Riverside,Sacramento,San_Antonio,San_Diego,San_Francisco,San_Jose,Santa_Ana,Scottsdale,Seattle,Spokane,St_Louis,St_Paul,St_Petersburg,Stockton,Tampa,Toledo,Tucson,Tulsa,Virginia_Beach,Washington,Wichita,Winston-Salem
2019-01-01,65.41097889202167,49.33921093283288,129.82055684687973,51.84112010992152,99.89445665664309,18.367003765084352,71.39403993025455,41.51073026905758,44.152016562251866,62.927598930431316,39.00887404087752,64.74037506588866,33.16926135284639,43.0579884751579,57.902453150566814,28.62993237814864,64.1677875524887,40.58775826480586,65.86656137301385,57.295098862275154,56.39526668563596,59.819080143779956,46.599961113181116,57.34114772547742,66.02935719180367,61.046051260654856,47.20642778911511,49.45338778989867,30.331540872621627,65.7424651347007,66.18201056997142,33.515835680562375,28.742267408985928,72.12161328469374,28.696708830743408,34.89136941252052,63.646701659521,40.462191707406994,166.5316499068126,49.77799742516887,72.96926577015249,63.446697553737934,48.40344298010398,30.236196394535074,44.761993075119456,64.6572549275653,29.686540071577806,78.26142506199629,35.458251951248,67.32691922266251,44.20610901227331,101.34053313833395,45.56637517425982,71.39188629626359,67.25772617844557,36.73295187472303,45.574839373141096,98.90555591710044,36.82285294241418,59.592133529841306,68.09371458491533,80.4602383140993,46.932558512304894,81.61366291003708,48.674658185849154,36.35656114483138,75.77911824101734,41.37572198320365,68.35507743735819,89.45569195346619,53.310718689243096,48.92394939261764,50.219127315253026,109.49311800244669,62.98679225378015,39.973872222789005,45.793787469853974,46.64204939190042,45.34030053251195,55.688405289963406,44.275089977090104,79.76361137552115,121.39998048505095,66.78092830887682,12.137549566342244,71.72389351213096,101.34135577083981,62.22501002010065,62.45980575388532,30.131601417814288,43.29831898786252,35.714706986742726,69.83979422101481,29.63416959796896,67.86774922874082,37.06856505415273,45.3188927963292,100.5146898106409,31.73322267036253,47.74799287876308
2019-01-07,35.597697184537,57.996303938365344,116.91115648898027,38.64305990216907,90.66812826008311,50.44194392604101,54.88850282737382,37.719346844395005,55.70133422725576,53.21874813467975,86.92519154095409,78.55163699227916,43.22106091659464,41.19407461159445,57.957354049209826,35.03973461656478,58.19594490839057,29.45474839710876,70.06423474406418,45.68810349681768,45.46307664686777,33.784879024880325,50.319284666998996,55.51099558850549,75.1914400951528,68.07145898012608,37.854367784599674,40.12846934314729,29.587722268007074,41.63270368839032,77.57033896970701,35.560951941491965,22.7632086535576,83.16859230833256,69.1009972520998,54.07504386216194,62.56414990798357,41.65728675407672,151.85542754986358,51.92624819869566,33.38546303943964,66.24997069962097,54.52083252687608,46.17861564261892,51.746115455340615,51.30192110741985,40.734983395673595,61.81592136231497,43.319104968748206,49.052991018181324,45.98525782065522,95.40769757980465,38.51631294536155,65.76030221248398,45.29988121547765,41.47286459449956,31.686365644860533,108.92140181742624,53.6471286768619,71.47179667526844,64.43295746261292,84.21818282849058,54.43934762534335,74.2984349990654,36.37669566935332,20.911888929979273,91.03299265138165,34.86001671284805,53.419989683118324,90.54477667825635,53.60564457254475,56.85339655095271,38.32120382353728,65.86130792068704,59.187758026176965,51.41170684999503,37.732415928812884,64.48439941950419,19.05094318313029,70.49863092777258,40.06657904911294,64.56196660415699,94.67723937577018,56.257518141215975,53.682777644752065,69.44991030461411,64.12816804873357,59.33911532693882,46.62341904126215,33.928631244081416,56.82328436061083,26.05922749643633,69.95797498385893,29.336717940797968,65.91117812660417,39.7292476316366,33.14388166221312,75.33580318508723,31.619654548781696,47.07000046788063
2019-01-14,42.024839621030424,61.702966496546814,133.2627162639684,41.0288406976269,84.46198166283659,49.29055284708526,68.50136647982785,40.528108703790714,26.620535177304877,26.84517292940668,67.16472076331837,77.85857460189351,48.10887474230852,67.14511266237595,56.00537634488046,33.15091158407517,57.365229883949404,35.707239250277304,50.39493682809564,65.95808741139642,44.91369473071069,32.307233120797484,52.0152135730097,57.32618069201477,61.05134738505949,54.554544611221345,41.23363007253664,66.82749324649943,23.608113761843725,46.03747081704303,49.63034460288811,31.722718859048623,32.233583264141366,52.183345796186934,5.952532476844504,10.007386487181687,56.4293757701109,29.89831084119053,105.92942744852677,45.24082842163554,38.48345689835232,78.33238254271996,60.242441563840984,52.56627753122367,71.07090177582452,67.60167393913922,48.26960782719297,64.86118106723926,17.62036796517312,34.94422364353486,40.71197268536964,96.00109547592714,36.970981624459206,45.34689896112962,19.128536517023115,43.1205653763469,36.71191938287149,120.01293124602834,40.88374981584154,74.63847595286221,55.36203170375452,87.48922911911215,48.05386486512121,73.858148644829,42.640179640866215,45.95762047943718,67.86586010312304,38.428551207550925,30.185167006426283,107.01330754274628,52.79284606233695,59.472670393364105,47.52179601344054,78.10510686058494,70.80255153004099,42.46644299852323,29.237738956227656,42.397450999267136,35.811700790905796,47.00813634079286,35.71170612103197,58.064811281654514,124.94559424912592,58.896159906974276,39.70795608863856,96.10837571919932,62.2044267965765,65.46473225240845,38.722530056220776,45.100985731499996,52.940322494727475,41.537890382606456,83.75065787988852,33.23579606875945,44.5748349641683,31.787140728696798,38.12500135342647,76.57003651153188,31.319839939619413,20.740404487126245
2019-01-21,56.63608140581933,62.52306353767311,141.3685005631811,49.08921416921791,76.51455634959959,20.838957934179426,68.32772792754415,33.304914859188145,46.56723327506862,27.163280138215576,43.783774302542675,63.81981000864352,37.8446161126791,33.016493929988265,65.43063680036452,75.44671319164358,57.67698733169893,47.88176351281786,42.979041613848935,50.22564780263052,46.91092739989386,30.335318172912608,40.7814273034149,63.53932475233813,68.31759896162528,59.016729867055176,46.40251088914565,48.400897632531326,21.947296558180252,47.41714863977352,77.88407803602975,28.861928713848453,27.137545101068028,57.06693570274393,21.895545970592842,27.825604555377012,64.93166065235894,41.429660794990184,69.81396484443229,50.38006979682045,39.683434456222855,70.14668410769944,27.72910460815971,33.49757855552086,45.094355653847416,60.29627928663347,34.64011522871816,72.5615601899595,29.797661386739016,40.59214407776771,52.67312047480915,95.10425122248208,37.959510129640755,31.917293980044217,22.48755018456845,48.03708844540368,22.94458231877198,120.22450391811589,53.001264724201505,86.72947920006801,66.83795414646893,98.44954812552156,54.18056675825735,39.413253165987065,26.866046558175398,49.783001410757706,79.61081631331656,42.56615288425785,26.858129522096444,86.25320070105884,51.031886013741406,53.770874551281025,70.1799446550474,73.89651198711981,82.45980074268273,41.31237232833925,48.76908241942964,45.863057421861726,38.046433252347924,66.31749186852116,39.3217094453582,54.5710577172458,114.81168835174073,62.99311943927004,47.8027880744836,90.93544308411894,79.1591037653648,43.046024967766684,75.60680340658949,39.484360428578526,53.01297436970268,19.42458631818884,74.77944098910802,23.92844927146343,46.29019410785842,34.643469133550795,33.077306867991524,65.23006400721198,37.816486372322615,27.53022325369945
2019-01-28,44.57783217898947,72.83161724423809,95.08028237443891,40.422636039347466,71.85596583674509,20.988203101914166,61.308351089703294,25.17503707368217,43.15667754050269,33.63312126868236,47.855556115511476,53.077386011394886,26.016456617581444,43.86720569635721,44.24632875118631,31.662090839131988,53.651276813374096,37.95235986291503,36.505430411357395,40.80523359885208,33.61134616578428,34.78624726389329,42.63270388104881,52.891388148890144,57.583456139225966,54.22310744190533,39.828617321908,45.09934797565229,28.176425759958445,55.86895430809713,80.93636577641301,26.11777460061429,22.82385146335811,38.10044923122861,5.967886056872783,20.783851724352445,64.906010253709,21.184747955833327,113.48846983383687,49.90032831706532,33.26393351048385,81.97098165186776,29.623974414115445,32.19179690518217,28.085430004743493,49.9740359055388,25.175790358219892,69.60151422226289,44.225517895927354,43.075454897079595,37.3951877576336,93.787162962105,50.80829324588339,34.75138147072506,33.2423000553611,40.98727411711727,28.916490603449308,114.9709274858498,59.94205709073157,75.17201374088906,71.44728758527968,91.2181711763327,49.750668664450366,47.69805230527703,19.094823974490087,27.84633067093468,62.81936928478779,34.67774423848432,34.46372210172427,100.45762466186441,55.931334105412496,42.44744560886987,35.58455364789564,69.51907593555923,74.49154945602541,45.10592709742475,39.40410335971635,43.76974798596234,27.537184544910694,38.6865687119612,42.12919991795165,55.780236471887704,112.76769745302887,38.139016517420494,48.41286292552309,88.12211236543098,73.14936966885644,43.69102875620155,64.92588086748263,41.16490660525314,81.3506381519153,15.786359810962693,51.46502098455486,27.73693091231308,31.78855284741724,39.33344155848011,36.92240562347188,80.37859272754274,45.36534080401431,23.92245065043373
2019-02-04,40.70629720387539,59.830471878362744,70.34754577572457,36.923547878862,81.81863403101289,26.420322956083805,51.145663615217764,44.749159815529616,28.48638025797222,27.2893231762706,35.24208034360646,57.218916435317794,36.90864135950295,39.115228508346604,45.442798045592546,27.72354383024557,51.50919555726408,34.86622209619923,45.44978940811843,46.228764568799285,28.628197873180213,32.487684529528465,37.73851653571084,55.963256594259214,73.0099323162389,40.43884619918963,49.56922796574656,38.90094939375543,25.13267637251869,41.13640539614863,62.118201285651615,22.06441120190588,23.95593309913366,41.15415678975595,14.131341987359749,13.428942082834403,24.105689220818515,32.134891284242585,78.39780512167322,42.68363635959328,25.02094631119291,34.315500156969016,37.64319474693581,18.680225063105127,44.349066317853975,45.65140207610752,27.75114726949218,74.6998536978124,35.56916496150776,36.510289051402715,30.374011499744423,85.47603617992449,33.430341580638235,47.68396929009688,31.76499152020391,41.32105390550198,24.26816060960917,107.19878376847905,46.62619952739252,58.15375798531605,56.74118893072018,77.70625566363947,55.03340052279839,37.06223454974494,32.71295813581392,52.39432439772321,103.64920239780544,27.790387574460574,35.002587345381954,81.44430795706106,51.140753519854364,48.70353641122416,46.074751148407714,58.51240357591572,65.76659273404364,38.120747771255175,58.053534712396576,44.73522561853709,23.33150675727831,43.2396421809764,35.44447693279581,57.75110286785846,94.52204915627956,48.44622820443535,30.129496284555557,77.25815494112614,67.4979877220579,26.32772506204125,59.43046129213728,30.67347561251433,63.075537206240476,27.916689108621725,52.25545582412549,27.140593624931835,33.579397499975954,35.067183211800256,35.43768710508399,69.4498904613249,33.97392398849403,19.895390705963738
2019-02-11,44.42869280901346,54.968416440456885,84.27961956238394,43.994104378035225,92.64266083708834,61.1533945336166,55.486703290600204,24.668627059770888,44.972337015973956,25.81798380872633,66.78931101955101,71.91885260585835,42.089339571233495,35.4462121463675,72.12652415899673,41.87343367972889,64.28414898669905,32.979120757019736,41.12114294386375,48.684757720421885,57.1823389562469,34.455305295600326,53.09822744273822,55.56817633129428,64.54874648561437,61.67251244174772,63.97476582614726,34.17203374685424,27.274748373889175,47.96582375325656,58.82721331981433,27.558554039806264,17.27294875346006,58.04428362527212,36.29231026068733,19.782611479128448,45.80040595351159,44.30407403403832,127.64194616371991,46.56582687918599,32.833659968302676,73.78282030028687,38.61443428444225,26.90672339836031,38.93552813321564,63.74349573918885,25.154294984347448,83.10232372505583,41.02725596117668,48.73718140940143,40.80384241245909,98.14630544374151,43.775319557664936,44.204952784825494,25.538539547292324,42.381039986156004,36.67819987135571,114.64235920333228,46.370950135600566,62.79628988973651,62.65065808605024,85.624319182156,42.45690211424513,71.19552853630364,38.470226217048015,32.17563151509993,98.82172835932212,31.908334318278307,44.81331243795413,83.42582103457019,48.191925018434716,48.44714122094164,50.505833408813025,69.32981113769671,68.52703596297212,49.449804452563235,62.83324709742165,31.464111124264523,48.25168176236278,40.075552304106225,35.53874437225808,64.70781044947158,111.52807315027222,57.71269896427728,47.85352449071618,77.05837420033399,80.53246991601152,39.566709400086786,52.53134838413261,42.84761031855811,59.76355559889167,36.10349714856388,62.60636282347031,38.24040235316016,37.62382693526742,42.83446532922435,46.9878667579745,87.24002079598806,32.01157449287411,41.19650946771412
2019-02-18,35.056592698729695,58.02289013803047,80.73586437887788,49.40432810859097,69.91447977240898,51.36045878865001,61.90770053694398,31.30204544422989,34.51773643356543,28.159282156220254,58.88514877245529,83.13673628891543,39.58072764113259,51.07778262725255,61.904957321408965,45.13171155601818,67.13505895891312,44.745818008665886,49.896985153183756,46.383948377678756,64.62969705329574,35.305358871170455,39.37502010015943,58.246002606487494,66.51903072606251,61.92068945206822,54.0977466382893,42.70971951154708,31.472385777036127,38.46670521440834,82.65964245104908,36.2674940746456,40.39675878603863,80.96730769450885,50.24132271863616,23.99378943630569,71.69772368165512,29.41258422626232,119.256341669191,47.63776473315762,35.12467245473222,97.31618121414441,63.10969556262476,31.58040675524078,36.14169054796066,56.252940664348976,20.58011598088833,70.47751645789515,26.345067431383814,31.067227695389057,26.448618149073265,97.23821224034162,37.26029512291577,39.350992909663894,9.51507734266052,50.782906761409244,33.067535803555835,111.0923911945988,67.86768139982196,67.27055607830357,53.9179161603692,95.40843383191458,49.099442967585325,38.816506958095175,28.27117492225977,34.679512271195186,98.8187405548078,39.621876526177246,49.608941413129365,90.38311638935001,49.117108735933144,52.71048596700958,42.0282105612366,74.83344455213437,81.48957418673598,50.59799382542178,38.118701655842656,41.31003425403444,33.12767668893281,41.937318983483785,43.5934763102752,77.60138563294467,105.00165528474241,55.287853074051675,40.15500227763111,65.36369854703833,94.02409964911351,30.689705658049828,55.45597627387914,28.5995643737043,52.04287150968386,32.71502845288511,56.13797559490897,20.96740851869561,46.59788701930814,38.796389392396094,41.65531385579888,86.41825803756086,29.55925807700665,34.25605026468599
2019-02-25,38.651224868285226,67.17960989885354,136.82951792332588,39.04175293145115,72.9327613267902,65.33734157174823,56.97630840921903,20.74314581166484,36.79562644494015,28.564977120034452,46.42040250453924,88.0548938223997,34.62276227846604,25.695586578529007,53.3104581484201,42.47748747580517,57.427743753712704,60.55177882427262,43.143436591046985,44.28397816498952,71.03501062572718,42.05448349158903,39.13939238593858,58.152973026949866,64.09063027427081,52.700718604603274,39.325693845292115,43.385282195918386,42.29393132612807,47.96728765177657,88.04108506899851,28.306313781751648,36.53223048873674,57.688264867825204,64.26086386677545,52.076163745196745,48.69592493862418,40.815736036801056,120.43971732486622,46.26093871692119,40.30366225279516,58.28132031391793,39.73734338956061,19.662704290870334,58.298532869055656,66.1975858758326,27.970456849909922,71.87131661188188,26.96395542688139,30.6243707247088,38.00455481656779,97.4271039683274,39.68529712249568,54.59671137694951,108.52641627296198,45.125760537335736,46.832140915283674,120.39968386557771,63.74650012903445,67.82054013586054,71.64645009179964,87.81129231741475,51.30946320911121,37.45283831322282,41.50925847171223,63.42858782917176,75.9631586526678,38.393763299325855,41.40581777156922,87.7929570669408,66.50459933104483,43.10692518453365,60.699307420429,84.64118145630889,84.04736348513022,42.49165579462487,27.29897120837022,56.84127923390014,31.75068732736403,54.81730002111017,37.820503472297894,70.1315434046285,100.2848322097177,43.432488596195746,55.14549882314833,83.17498526469637,94.13266213295195,100.85748210605108,66.7278317425441,70.33994285007346,64.7812585938091,26.104654839884507,58.08453282829574,43.02929786025585,53.62949855229903,37.92516553865561,36.32544009556303,81.36799386022312,28.609007136462026,27.504990456522712
2019-03-04,45.67616260377685,40.77633943006219,112.51377412627492,61.02399747307378,68.15541157094107,20.19955028953401,50.647910981642845,21.872165370649363,49.6864688523129,35.95311143791848,48.35532284879638,98.1267824779452,64.53851339045087,28.578541285896822,56.23928336715479,25.840029358413897,56.701656514372495,18.92785737723639,50.38325515571053,50.27231403764857,43.81506179022214,38.690505833228386,45.243562463035325,66.37243371249909,84.8237801430223,65.9327115838195,61.01040894397222,33.81156309450594,19.552031961706753,47.38828151427845,78.20177425478829,34.03457067332427,30.256894970846872,63.454474619215844,16.14539114696184,72.67248939516828,24.29112175996664,13.693782009435502,108.64255923809635,51.86151962551466,39.92559205793915,22.868840610298204,54.78615362833422,56.20022047409086,42.981295169972775,46.948771576209595,61.184739232983006,62.083975526824204,48.81170189487932,56.30772556510949,64.80572557171176,96.7376145637149,38.37689813393155,75.77853111278615,175.46170732730485,58.26516660547711,58.77859624550951,97.36434798381308,50.383199382944795,59.143914175441026,89.14540389753016,79.79072053645173,54.973557599858005,70.45573569512008,55.05335876662516,63.619563675700846,71.35589455945276,39.68422862134312,48.353986720748345,78.77532430845416,57.185511353765925,37.65746936424385,84.23043951191012,131.55587963998516,70.46661745690214,38.987802823318646,36.25963888239581,77.52832127575503,20.816891408280128,51.684170754190895,51.8267343523521,62.70899633658499,114.55366523615324,73.50919726040641,28.96803843301673,97.5312083025352,75.74390381595714,41.83912702386811,75.81334193564409,60.83335278695598,55.99630440706703,18.153498554506754,56.821868222103774,24.70403898107356,80.2923963522262,22.53550649873189,51.910732265595186,66.60782143456412,27.020493901621318,41.047221299191754
