MN,"[41.25120735158268, 42.298892794937906, 46.241533429909886, 45.470911614811904, 43.106869235180035, 38.129258254742645, 41.032658080027716, 43.975584439023095, 43.83730807453143, 41.93045901692896, 57.12105533125068, 57.90781931900798, 53.45721352146488, 51.14123508516515, 48.31743276482368, 48.09060210254506, 44.99249570235232, 51.71422281525954, 47.957082992161475, 47.788525393871105, 53.272315919629634, 50.140421978049574, 51.32405378079406, 52.46301789371376, 48.09940970021819, 50.08554747635931, 46.51566771640128, 53.057548206998845, 53.97219208806735, 49.30454787660923, 49.65820496324472, 47.596762564454686, 47.06113226704554, 45.420066608711224, 46.69752764278947, 42.976647808652395, 44.93366941601997, 44.4468873441712, 46.36730150621811, 52.42851732375547, 42.448698937528796, 51.64521602099905, 48.301230763533475, 44.570675545847244, 50.508982197621755, 50.555202171057566, 45.47405115570846, 49.1528204214921, 46.05865976183711, 46.035227027538134, 50.34025058383615, 50.53513071516941, 48.51838411438923, 47.47767547053174, 47.803161024301964, 41.392867085264506, 39.33004098325493, 55.049793189583006, 52.32340706167752, 45.944751074078596, 26.78372911884961, 19.679042019186166]"
MO,"[35.814748910961534, 32.477782154889496, 33.74886288676188, 34.87366778485403, 33.8020733068502, 29.11671737717902, 34.230149414336445, 36.98343374321903, 36.399063425581375, 33.59460550901823, 50.952561630120144, 50.25733852300438, 44.05536767085311, 38.23906946232585, 44.14607217773376, 38.01252092848458, 35.12007791564881, 39.04507682240368, 42.18843920293653, 41.39391109170871, 44.063749635962026, 45.38050609009725, 46.83229979202539, 43.92261240184856, 42.996601356287954, 45.560408324537924, 47.120872513803924, 43.706149495613545, 47.855179649570545, 48.76100460257529, 49.99923744462296, 49.80214734136396, 41.990102318071706, 37.12253240765102, 42.48112583053304, 37.83765028912673, 37.23435423342024, 38.78087128018338, 38.19249212545646, 37.261134749551616, 38.57653739873389, 42.13419267730601, 38.07660360795074, 37.999662400502366, 39.94618846810421, 38.54612589121917, 37.49930878220726, 40.45493076936921, 36.39534602571473, 38.126660360719626, 37.87903618603982, 44.47306871991753, 42.72570588782249, 33.835895488255744, 35.11708266128949, 35.59775132288688, 34.404536286152236, 36.60237581717571, 38.325764606994156, 35.30066085001915, 24.971573674166862, 16.00135334448455]"
MS,"[44.902917723707866, 34.23375667059806, 36.23151483000397, 33.10265930229027, 32.00194974464733, 31.46178948942029, 34.49284502103761, 34.08412055206154, 35.304449239102205, 34.815590001779015, 56.996472123361656, 41.820141248577855, 38.57986254786875, 40.22852778197592, 37.16808956130434, 39.49100098139087, 39.05997784866753, 39.00795384254654, 44.80353794591221, 41.631121725297376, 46.55935570416003, 42.54608605029966, 40.55824629081006, 46.58958463264339, 43.84621825532474, 49.120147763468026, 47.78253978849479, 41.135580585911704, 44.858002809822615, 46.104052953598604, 43.75544346138819, 37.49706948647669, 41.02437667749029, 37.671175541595616, 37.60429702304091, 39.25303268606576, 34.84929125338107, 33.93903648861097, 38.75168894673868, 36.80365612359447, 39.12090453108984, 33.77911985990195, 36.86710405051952, 34.623032502758505, 37.072949469124474, 36.130793679430866, 41.31874170240102, 47.13031514053397, 41.51582957162637, 38.79501327564064, 46.16617588967486, 43.895329646363365, 45.89723797569687, 38.17309956759336, 38.50415679650348, 33.19174820637965, 27.6827790725451, 37.602282330544796, 35.73350134349381, 44.6977410180201, 29.798379694404765, 21.385224122848342]"
MT,"[55.079732412740675, 46.502260360629634, 40.19987050175917, 45.49317687166106, 44.508962435026035, 39.7780714192297, 46.365299334648725, 48.522637529949655, 43.526409484463464, 42.02094752317388, 70.37283431226909, 56.60678661772477, 53.70918657875922, 47.892180095998214, 52.60047981337566, 51.5683256340976, 44.178951433187606, 52.30130114857121, 54.079150610591796, 58.751504337582894, 53.29195280230818, 49.322146901493035, 52.49646449388279, 53.9671044590689, 57.248220325470676, 64.15736203124524, 49.985452852154005, 54.6224881352333, 57.07250313928967, 58.58067817902506, 46.42159894247324, 55.45679105142806, 43.77443653115634, 53.88805477554701, 65.3042487576067, 61.36559222665474, 66.98865181311089, 46.35804124904798, 53.052325234752686, 48.0397789665518, 61.89385833398654, 52.07095208761097, 47.91954110947111, 41.64273547015341, 52.91047063961365, 47.00355195383492, 46.39299390792778, 50.24554290483072, 60.00251684613163, 61.08685844229062, 66.35036497558853, 53.90273637123308, 69.53500232702287, 60.49336859003639, 44.43657652642581, 45.241367001116636, 46.239226008753064, 49.63742256215245, 61.35276866575122, 43.916861020045516, 36.70011918595311, 27.766231780903798]"
NC,"[36.97979944837033, 34.323782699824946, 32.251977587561605, 32.07944522288791, 33.20524924225453, 29.05541468803953, 35.22318184025818, 36.35190893831979, 40.28836899846979, 39.751318754432226, 51.635128197275655, 42.23456306408021, 38.98808153262422, 39.4994695022214, 41.747201484539964, 43.36014273228306, 39.281714362492316, 38.9713188860581, 44.575841137740156, 39.714605479056495, 41.792641230056155, 44.17527473600807, 40.56311249640385, 45.64511647756612, 48.157798241080656, 44.977543151984555, 46.59300150810286, 48.20116001175013, 44.895613147152396, 48.060603760041246, 44.54272827319378, 47.4464411192625, 43.555612145756854, 38.992121561468224, 38.72746996441696, 36.355562296368326, 37.86582643029179, 40.61654505569768, 35.05884744920766, 40.997065724038826, 38.97569797265408, 41.68707098581152, 38.41372559466541, 35.96431093354765, 39.722321560676, 37.69573375364739, 36.40706862478655, 45.47686486032107, 36.59534337384301, 38.84240248760248, 41.23937967898389, 44.523189149260595, 41.951788938963745, 39.03562656560975, 36.410098403776864, 33.31253282346696, 28.988553105479003, 37.18030465168224, 38.94564875611722, 35.323086844906506, 23.7896732310608, 16.84714493037339]"
ND,"[59.54565050802615, 43.900465563564794, 38.441423186968414, 41.83613682325424, 30.34402732337427, 30.135484375785218, 54.534953634503225, 44.41374114964981, 45.87947289953468, 46.11828645217269, 57.87355657756654, 58.921979208260964, 45.10468633580546, 51.460382276661434, 43.18521566415299, 54.071735918878794, 41.243620889565015, 43.491849774315774, 45.79898837735665, 43.62570822334861, 48.95472341687964, 56.41514759410347, 54.52026528094304, 59.43557539308657, 43.43315655149668, 61.273789696565046, 51.89495859486242, 71.12083848393219, 51.99747171392125, 59.30842607801389, 62.942314166790936, 54.42220565697129, 42.603648716450635, 48.474935958331706, 54.06043628829626, 38.72126647589527, 40.683659014101735, 33.081324175704786, 48.44156312264778, 44.93752151076645, 49.22837971481021, 49.72852890956077, 53.36979093806647, 48.55438956240753, 47.351116422248275, 55.63529385012124, 44.426943993187535, 48.46092535017539, 42.51688458243608, 48.48484338964364, 54.90202274962344, 50.004165973902275, 49.95310103666393, 69.42421594263546, 48.52324859936344, 45.24559837036916, 40.517917378166, 53.697265273132416, 44.98489975897665, 44.685387137495184, 28.359312613669523, 16.64851843552666]"
NE,"[44.65339259120865, 34.64217303122714, 32.17955896837017, 31.913227361299047, 33.65390302422855, 31.78161558331548, 33.45065633316231, 33.1868137909935, 35.02975681889112, 39.33997617100458, 45.639319536438684, 47.04909693854954, 39.61215005633324, 38.91006250603608, 42.52593104015766, 39.54953107210088, 40.56767174513817, 40.54105948020437, 43.385705338298166, 45.99702098937628, 46.78790321398531, 44.48409689207332, 48.249729224086316, 54.3395139086802, 43.55612231208885, 54.22222718817169, 49.191956474110384, 45.189309682834136, 51.69037759510067, 51.80243989410575, 44.90608743983036, 40.11207344339943, 39.34326809627799, 42.508955583923026, 37.849053015986975, 38.80351897330553, 34.871044210970304, 39.54063694934133, 37.370457822418935, 37.22075975139078, 39.70439453083582, 42.843048569175075, 40.254308636568105, 37.63062993376785, 37.890694809427146, 36.19335582052539, 41.274411805462925, 41.1626786131416, 36.85314087203683, 34.77531329900534, 40.7269826611973, 40.15659084802389, 42.979606649016254, 39.343197550828656, 42.15253643304468, 39.02151038568965, 32.21509561098936, 44.617782551959394, 35.725626355399925, 38.57451201197246, 22.122476374542256, 20.387969857133783]"
NH,"[42.64662489102215, 43.657519960639284, 34.4768828321947, 36.55080179856027, 40.836714869500405, 42.35819968099555, 43.87839888895222, 41.60299771980053, 46.527710610537284, 40.63506346072719, 46.65768344040161, 46.840179305952965, 42.16692938433577, 40.52577384706253, 46.12939750016982, 43.51117230826805, 51.154640223632214, 37.80504874807257, 45.11152280410737, 35.79871838682439, 50.248656793931644, 34.080180266083886, 39.42262105872658, 40.4521960734661, 44.46538730767184, 45.72533379356978, 38.01221461420934, 35.22489050277792, 39.82507359892709, 49.64933970482135, 45.854865301132186, 44.04285238770121, 47.81963548089104, 50.25280027194252, 43.484967418907566, 35.25990783687325, 45.733073854756135, 40.89042917493485, 36.49375012067404, 25.883353453050994, 40.478861980618674, 40.58143107987368, 39.625061679394356, 42.041403032405064, 47.610685800585394, 45.78874404364339, 36.66521820370321, 51.46519136426684, 44.21752985895318, 52.01713968487186, 34.03478331848899, 41.383588757291605, 45.16142081752244, 40.45817671217496, 29.932403952951628, 32.11902588309609, 24.21605111747181, 48.976232127989356, 61.53987248331868, 38.036467354557736, 25.183401966678375, 18.143420729068037]"
NJ,"[29.91129139721048, 34.01201151837651, 35.64683248477203, 35.709021392170385, 32.85038999558212, 30.846404606341128, 30.82208800091734, 34.073913469810016, 34.72031411785927, 29.22681663921467, 49.17232098737346, 44.018910394110144, 37.34890090942716, 36.406471710056174, 41.208161350318186, 41.425676754153784, 46.379827705866674, 39.55112276498965, 39.51446703664488, 40.78761740146096, 39.14183427693154, 35.66859513366075, 40.38413026497076, 36.20143952616607, 37.301838926398, 39.34220101549568, 41.433237190912536, 43.488417006527136, 39.544470909810094, 40.60857528971547, 40.53270658763397, 39.72171904141392, 41.10271799131605, 45.48704870396357, 44.26166376828482, 36.4639931371968, 40.957918757236314, 35.181556321142004, 36.73708349792117, 36.68048873693647, 33.52488509675743, 37.94326610488135, 34.67663907827992, 35.94124321469905, 38.95739080391848, 38.497308323804226, 35.349691837116616, 35.924240347342234, 36.57209639125485, 34.339014454079425, 33.54889092260921, 31.76662929500949, 34.35870683131479, 36.38727590231697, 36.41840176065328, 33.23642161559926, 27.765539658466462, 37.514398770901366, 36.588207819908966, 30.89829490062737, 17.539552263994352, 13.532409428651269]"
NM,"[50.116696279681825, 38.27220117964161, 36.58574400227447, 40.1142002485626, 42.639017387361186, 33.033308419489394, 37.321307085152505, 35.90012237839594, 40.05006402387179, 34.66617503338329, 57.942828386063745, 49.09418254264363, 47.00607621750493, 44.20962325624838, 47.6204305235205, 50.175237011759386, 42.570575658218324, 41.525392654343705, 47.71044340353825, 51.69705051948196, 52.30566055051728, 54.13482884905057, 53.06200365860877, 50.87092108584222, 51.05606780628038, 49.61722074635247, 52.051730809336156, 57.29223855982629, 53.03469417936636, 53.343671433597784, 54.58959484147218, 50.778414226425, 46.91141799888032, 42.69486301175037, 44.04997097938064, 41.53332483612885, 39.19764848245105, 43.441296700225564, 50.20472761828412, 46.26904905788335, 45.47398466895225, 41.671394768329655, 45.797430460816976, 46.93478312821739, 40.996917368986296, 45.05394816006141, 44.999753908258285, 44.89447413349347, 38.55225288370895, 46.4261838157306, 49.35660924297115, 47.841598863507954, 50.16527612468951, 36.50812212824169, 38.640138250825466, 31.881410512070737, 27.97627456369608, 40.66024673919513, 35.158290060339844, 38.42136443412271, 27.319727029333745, 23.756530703336157]"
NV,"[58.77619341434662, 58.689248896538274, 53.66641538488454, 55.31613450273704, 55.12847509548765, 48.60652095776389, 55.07449839710153, 53.66677864889043, 52.804550393562536, 45.351974960350724, 70.14592968490959, 67.9224466340977, 65.8830872991409, 69.04049251941989, 69.71494529337757, 69.44972303824126, 65.39774894951233, 73.07171413766926, 69.69993276184232, 71.14595357042435, 68.69763793979806, 68.5002204737944, 73.48440099494816, 67.85347636386713, 68.32354352045994, 65.39402553243656, 67.86197503101572, 71.28793666455806, 69.22005825513385, 65.71417073561999, 68.55865913471013, 74.34077547001887, 60.48168931012658, 63.55789126020319, 61.03068838472368, 60.260883400039184, 64.86595142663634, 62.77694260878396, 65.01476486557706, 57.257421163557346, 63.32030744942954, 61.644705409184475, 62.16267413742019, 60.6774599143285, 61.65337725418407, 64.07825002294442, 62.05182392483966, 66.6534614612064, 63.154866093321026, 62.18466232261883, 63.51697102769082, 66.23914401255956, 59.97092870905578, 55.1610526329723, 59.935681328479106, 53.79576005837802, 49.99511544091903, 59.24096884923314, 59.4552787494146, 55.027054605351324, 38.09620582684542, 30.56256963206777]"
NY,"[54.86260829306114, 51.57415277626706, 51.02551376892791, 55.51922287994407, 62.58981588018909, 43.898695971172266, 49.92510860847054, 57.1904835494415, 53.29233487665976, 46.201679758876715, 63.049097313733476, 61.299247652584064, 59.04794813134868, 56.25212008773134, 58.50720806072622, 60.25234991935834, 62.045187668363816, 58.810249388543575, 60.46026903529536, 57.69421116228597, 60.27356267553981, 58.23414247610443, 56.320146188617926, 55.9024815703391, 52.40742296485569, 54.31740764571492, 53.47594954027147, 56.20689887763165, 56.392468001884936, 56.640178247273596, 56.08406616697058, 55.01591575742073, 58.04457927097005, 59.148236820563575, 56.41416411963548, 49.08987330947231, 50.99586820777069, 50.21315358087614, 49.46494187401499, 47.5932303903834, 50.741595688371326, 51.08880909680406, 51.12816213469556, 47.437110592596035, 52.1987225737365, 50.570426798891056, 48.000708142007205, 53.84404216394932, 48.752289752272816, 46.65233737000268, 54.768241823176965, 54.918508068644314, 51.822268735318154, 49.66635835788186, 51.36470413114503, 43.24022839298316, 36.70250802781235, 53.91873459125064, 47.62587192153307, 39.27795528716563, 30.878794455297623, 20.578972351657747]"
New York City,"[64.5936924202113, 60.72410345145109, 60.22067388953458, 65.2957197548299, 64.03766702524283, 53.59170175394925, 59.85153640275149, 68.37839400512571, 64.37034429076449, 51.05344449112016, 77.29199698428158, 72.10913332313416, 72.40446981809502, 67.28637274106417, 69.16284132791803, 71.86359606135498, 72.65386601782824, 68.82798515794646, 73.36974568038531, 67.29611037013031, 73.12689401779853, 69.51289429672195, 66.26034013576249, 66.96156640469803, 61.4858166196931, 64.28232291229223, 63.21780466270246, 67.29376580276347, 67.67976758582007, 68.28730777379951, 67.93493801784398, 66.37647160481768, 69.86939138934933, 70.82350690510346, 67.98133607760322, 60.01883938519504, 63.96490381167694, 59.97772423706368, 60.12808988823346, 56.8358444526635, 60.41195858576364, 62.23637994381771, 61.484008951646004, 59.497785569664075, 62.245652815793704, 62.15870339580997, 58.00063192210503, 65.18116268072357, 61.720291303804366, 58.68076153205109, 71.47932959964064, 70.49523836825108, 65.2382624283936, 61.742657821938074, 62.56341098992797, 52.19032004674424, 43.137431145657104, 64.73331371661335, 55.435152310766256, 43.942518592285175, 37.50355947035524, 24.99110186018775]"
OH,"[35.81608709647967, 31.108957747711774, 27.784979061616177, 28.079535757953803, 25.95514131473271, 26.238856139858303, 29.47479812480062, 29.34694726764777, 33.669176185231315, 32.124688418678254, 41.972547741841886, 43.74368860586405, 39.934897571141626, 34.36629886427249, 33.844374871763875, 33.910148829791524, 34.537840746458976, 34.566676403967534, 36.27245899619035, 37.133151778945006, 38.31398011139301, 38.62764913763526, 37.7390795941563, 38.42441268253149, 41.530521566294745, 39.25006783556601, 39.70673757345983, 40.543518658556486, 40.37962558803187, 38.64349762053259, 38.22605300518692, 35.60039892591021, 37.13587267524359, 34.124100674554434, 34.79310650568576, 31.700180256499692, 30.57220824657988, 31.518068808237253, 32.135256657073214, 32.473601469782714, 33.12435280958916, 32.63962063172228, 31.841689792538446, 31.172868940492602, 33.507842589582516, 32.428108205049575, 29.422768058454928, 35.40670504606896, 30.18274033785241, 36.38387676135718, 36.49524950604318, 37.19974370092721, 34.2033856360406, 33.21728960772598, 31.71358067401825, 29.76444936668382, 23.807573232938303, 32.2021759044147, 32.816390840718626, 34.34644546820531, 20.461910082703625, 12.944424779607882]"
OK,"[41.75533681100268, 38.72126959885641, 32.1853617862162, 31.46832318538145, 33.1369134036053, 28.355498376843876, 33.91107176631886, 35.39204775373781, 32.741037584401944, 26.96807182866263, 48.91321660383751, 63.67383803160861, 42.40086289486123, 39.617648676824274, 38.9471374373185, 39.04851855362243, 37.822127502357894, 34.15034330416666, 40.20156994066493, 40.96362798013008, 46.2883168489921, 48.09459775804003, 45.488072914778364, 49.044374243438675, 46.3678374051701, 46.327998078357325, 52.52415384647726, 49.20995392673029, 49.3429088622752, 47.799426110344704, 47.73947423603426, 44.66929789831982, 40.742154927218046, 34.26571196533314, 42.2342375506484, 38.50022594134356, 41.491552868131144, 42.75892925522428, 37.079611917524026, 37.485994257711866, 41.462562657439655, 40.83893164985993, 37.79433308355723, 38.155176053409036, 36.386675695938244, 38.02442492261492, 35.820954280047026, 46.570587555059824, 36.381555285360285, 39.92971168281172, 44.86150693020691, 49.44113668013663, 47.33245938881669, 39.64538433312972, 39.1375125087759, 30.508129655162893, 28.259893487290448, 37.56525121426401, 35.36601882088782, 35.17413014059559, 33.54559057446723, 22.372588341161197]"
OR,"[54.42699617007097, 47.65765393263661, 46.248395575888914, 52.832653523396495, 47.21085304713663, 42.44952282281057, 47.842689370174504, 51.102500122711795, 49.380775038190755, 39.855157925324654, 59.22600663393518, 65.55894071988746, 67.8631658862112, 60.001388357454125, 59.59969849167502, 55.119018207290345, 53.037969674535745, 53.23148695673432, 57.078614152540645, 55.75029385881589, 55.086853398027, 56.076142912715845, 50.19917593839793, 62.75316615599364, 58.909816138438536, 62.980604272534215, 49.041796380791816, 58.66734516267096, 58.48478609940528, 57.3228445516085, 60.407435370793245, 59.804238234100964, 58.87934838707292, 61.767679493266115, 60.49897202319835, 62.05155405109265, 62.33472248206814, 58.856305317230046, 59.907010158693765, 51.9931685330781, 52.933915004355796, 53.86506640699332, 52.8220205785248, 48.53265928612746, 51.64232754814138, 51.010288431664, 50.33757916722097, 49.856546186426066, 48.6792184513983, 59.36263485883584, 55.12623674104866, 53.3916290208539, 62.116955318751046, 44.79743028712207, 50.76808274752392, 42.055746209631295, 38.7905688651116, 49.76507362620287, 51.703320977396075, 38.54671265324275, 27.29405069303483, 20.902260313921076]"
PA,"[38.8693613379734, 38.14977472687779, 37.50217939887174, 39.12555993637687, 37.2394821742169, 37.67000545078413, 38.19168815020483, 38.62116659472249, 44.66501106925372, 36.925400957001074, 47.852661833790286, 43.588685350229206, 45.93898764333914, 43.140198973713424, 42.68301435240867, 44.29066879547204, 40.35175628028886, 42.36352660978898, 45.137415492792975, 47.84369217903541, 48.988942570395714, 44.56467361900142, 45.32183186930521, 45.835004205196675, 45.928676492398566, 46.953498116580725, 44.9677572390756, 47.20332628749824, 45.10527990898017, 45.111685845884274, 45.3342659719096, 48.144257826915904, 47.70605296192696, 46.444277706897346, 40.587261978637606, 38.5021507747204, 39.74262277793608, 40.90194866840415, 42.052313038452574, 40.06384299680375, 41.98343572810339, 41.27605620138202, 44.022638277051904, 42.11556291162824, 41.83136905758195, 39.77563729757114, 40.35086027168134, 42.559985897564175, 39.67722343770513, 40.725936424976155, 39.428313640401534, 41.57989285884432, 41.1575408308075, 41.46073663412, 38.75863469566188, 34.28413124191918, 31.22076869961376, 43.11539933218553, 45.999284615257594, 37.706467889713224, 22.145247070324448, 16.944586359339542]"
PR,"[42.5208986171877, 37.58075610809272, 36.933762798938275, 36.13568427804493, 31.639135054899093, 28.972375113475557, 36.20778282955593, 22.361870915198327, 23.594236690997388, 38.273597276493675, 35.97398896105946, 39.502129735908426, 25.066861098477425, 34.77966524438446, 46.198608324685814, 39.04057152298429, 48.177817823230725, 26.88327616201473, 40.59388437078815, 39.60767199349192, 35.2092322133893, 29.272417628730178, 41.72593970136224, 40.277234555078174, 31.494330997813435, 45.093583523634464, 45.889456554075956, 43.414950588282636, 28.748398299120673, 39.25761608718783, 37.53610405361515, 31.436082882736088, 33.868392881579744, 22.64009345601127, 32.5948895713246, 37.51697964718173, 33.49204883123721, 28.796990629846114, 21.475255589147658, 31.338278822795463, 31.67505550649373, 27.96741201294265, 32.41355470134547, 31.521117341817828, 26.50205398840012, 42.87887615103989, 40.049258988547614, 40.66646702853128, 32.76636641615515, 39.559439890462976, 43.01950687721039, 30.842387661794422, 42.23001729050807, 40.12566266121885, 34.959545888230856, 31.59510319148353, 30.808916759119164, 46.41146620379553, 36.934077195966246, 34.11218138853754, 26.72186617349313, 14.546549233945667]"
RI,"[34.156115494758964, 32.85989603408027, 38.48762548608737, 27.311147968462812, 32.238151805371885, 26.509557269506594, 30.03775848276923, 39.95714785733135, 34.03598868223786, 44.49940189806141, 48.853138020635996, 51.88745251995158, 45.6061535953227, 42.75296642145429, 46.70352858436383, 37.92310735401474, 29.517269416243032, 30.60574429347568, 37.13203660805821, 45.200895046474365, 42.64717486440632, 34.685410282522696, 34.18251069789092, 34.482408586055826, 30.84600506198997, 42.19675659176541, 32.54077645195214, 33.199263837029264, 32.586334043726, 37.52576738818475, 32.14049620553824, 34.57299795875195, 35.7404804717768, 33.99981314603745, 34.066924021115106, 26.013257424063124, 21.687870848088075, 31.89463209791829, 34.147674018101696, 24.227973746537792, 38.94909877385341, 31.08113162763742, 30.988953448097377, 35.66708909966122, 36.04056438576582, 37.816456894358296, 34.411156496727706, 29.26491758822759, 26.294334255715732, 34.07513193298789, 26.220749404138147, 35.30935311654557, 37.841898575188935, 36.553967884551746, 27.316979536852298, 24.44779248875596, 16.17376958642638, 35.555814002928805, 32.081742637316296, 35.99462372855233, 19.30365762653917, 10.085957980426333]"
SC,"[41.245093277594435, 44.32313114383377, 31.165891618816143, 31.249687283269157, 30.935075391701407, 27.427122755437555, 32.82405531220042, 31.05139880378579, 31.349572264557015, 31.209748958338825, 44.16285048896014, 38.457873951981725, 39.26088501814189, 37.53860622849651, 41.617382549897386, 40.74878979039764, 34.464375167249486, 36.277233980459705, 36.39990965027054, 38.302277701643575, 37.739012452654976, 35.0368779603746, 39.33080705116448, 41.0525350898774, 38.95914675054801, 41.25897631842489, 43.7644311155669, 40.98972300764969, 41.29112890239692, 42.253251135952844, 39.80063077342441, 40.51836214535223, 39.18449087041709, 36.78625331127622, 37.67539826673724, 32.60513199627868, 32.49768865197762, 36.42996985762261, 35.617973320142205, 36.253871758069664, 36.1910831579655, 37.65639663414753, 36.700264593050775, 33.092180870824826, 36.73641824292594, 36.06263087111451, 32.38966524108674, 39.37149219381465, 34.92211692424064, 41.0046817344309, 39.630298541137826, 41.732150841811844, 37.550878125667616, 37.10921907308015, 35.61971542991015, 29.72953168691009, 26.56584009247216, 36.435277380526095, 35.42901674760503, 33.82545267263154, 23.293624847841873, 17.029247746533386]"
SD,"[46.385250112024146, 38.069787032380965, 42.552249026462825, 47.279547491254256, 40.807064000840676, 34.94960848002166, 47.46468835934818, 47.747480800322094, 52.488514956508105, 53.20041318127107, 49.46945561866581, 46.388720462775744, 52.777105596652056, 53.087707385286386, 44.153016003345925, 47.9578162062916, 53.83646045134668, 57.676705912077395, 60.12443043703211, 46.38395950658651, 56.115257010948426, 50.17297192624228, 52.91398400374485, 52.905293662718066, 48.95133125056756, 65.58876532357273, 55.344009317168634, 53.15177686603128, 56.09892117757063, 55.160001763395464, 58.61288511840309, 53.33454179888343, 58.1932305377949, 46.450063130833215, 51.761991800636245, 49.37474148271547, 46.12207546010026, 46.73596799458487, 59.89103852050263, 44.82034483368625, 50.456889473133785, 54.89208063352917, 45.385314653000385, 40.30435810908751, 50.773714050005296, 49.2786528620155, 43.37231313132098, 45.78429581390989, 47.819142422744704, 50.03204886139596, 43.675829342295955, 46.32506944206018, 57.00834125314045, 59.18316448514349, 45.33306215646286, 44.137377374519346, 38.46680245186435, 51.26600800791905, 46.57264350819048, 53.23433663192254, 31.692014721481648, 25.9510779565345]"
TN,"[41.53957162219406, 36.31792211855822, 34.000785156726735, 37.6703089051196, 34.204431278970986, 31.041237496140113, 36.815753433730286, 36.25569622610433, 39.25880743089062, 35.46757006273014, 49.759465784546926, 46.41596598172512, 45.43146335414739, 42.960843328677775, 46.52154404636447, 43.1407682773026, 40.09017253460927, 45.27976116747713, 45.686850078978864, 44.96366992704117, 49.4035875374755, 46.35820903192633, 47.55753590367008, 48.85896056546922, 47.20787009907201, 53.95166824799675, 51.87229564235546, 49.97485660564482, 48.86164808216612, 47.61853690413708, 46.365850851111276, 41.67956907213138, 43.93781671393717, 39.71441517018901, 41.9818790029052, 41.828111350707466, 42.717792038305674, 42.40156838608162, 42.74837741043903, 45.31495060841752, 47.88889954455232, 42.91954085656238, 39.3145443141743, 38.353783995124274, 41.726404477956606, 42.06153670570495, 40.80348538130849, 51.019789857273885, 40.29606867024163, 42.981918877776316, 44.426811711617155, 54.378998211954205, 48.869024263767116, 36.5182843515411, 38.89853374119617, 33.717651129975536, 26.90375020451365, 37.579673411277454, 37.929563911767595, 38.650403107041924, 26.76078006082157, 18.078385503006427]"
TX,"[52.648940710587006, 57.1064304378707, 55.96795589163773, 55.105356528243725, 54.259916702693396, 47.5804659585083, 56.443163509164236, 57.99640084046471, 56.23888237306628, 48.797503703035716, 83.45926783083851, 71.98135348084348, 65.13004903085759, 64.61628734237505, 63.40887374825999, 67.59757620462152, 62.55642587430853, 61.10593339468459, 63.59737607658267, 57.37983481968389, 66.61091502394981, 66.63054431476601, 66.51598765090614, 68.78926284218353, 65.13543726247192, 71.6806285627696, 71.4838949785471, 72.61862427827988, 68.73961823033801, 58.2080279320381, 57.268305816105155, 56.533290289742965, 55.06747359875058, 50.066897820509126, 49.89086864892785, 47.84507112671661, 49.808418796883146, 45.83745089831702, 49.35453040980895, 48.764866683685206, 49.467134946714886, 49.06269238444455, 48.39215608039983, 46.87200983847515, 50.48856318869804, 47.17118992619993, 48.3534425509277, 58.01871146621308, 45.29513082664095, 50.0423271658897, 51.84609997041035, 57.39271212044696, 52.876934992815286, 47.61445545754668, 47.088560432303616, 41.03119295783705, 36.696496487821065, 46.88415052745356, 45.86732597026222, 49.7089202865321, 33.46650953815008, 24.71235231305086]"
UT,"[53.96649768075243, 35.38569439013249, 44.80848425658811, 44.17284406190155, 41.07817347804985, 34.715482612777905, 49.60687353549297, 47.995507759513366, 41.134248320803664, 34.89656204357787, 58.40124376882896, 54.39580567160142, 50.097767618607655, 52.450881263959424, 48.886188188254025, 52.922069589801175, 52.17315453280035, 55.5993682083007, 65.08876805869802, 63.79365214831642, 63.63471226234066, 53.21992076384868, 52.4310618876842, 60.264088405894135, 61.963238298936574, 66.55333283600757, 55.91890476350817, 54.91172963330283, 59.322999424823045, 54.84152249678918, 50.38053874780043, 53.74663047928001, 44.50602600882349, 50.96227746533774, 48.42981204854541, 52.05182275168459, 48.23572937800903, 51.04945368139141, 51.42387268449715, 48.79316624658927, 51.364121146714275, 51.46720365508035, 48.48777784605807, 43.678176646250265, 43.54685429145234, 49.2923609197188, 55.09792436021144, 50.62313795551471, 47.52315317029796, 45.65512894757635, 62.900134072539714, 59.146462346972285, 58.33181917763532, 44.95480713963509, 51.995232348769534, 39.822773734734334, 36.929442863580405, 42.805886922328774, 46.28972539852835, 42.93221043855951, 30.83953148591623, 17.747057188524572]"
