Dates,"[Timestamp('2019-11-04 00:00:00'), Timestamp('2019-11-11 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-12-02 00:00:00'), Timestamp('2019-12-09 00:00:00'), Timestamp('2019-12-16 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-06 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-17 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-03-09 00:00:00'), Timestamp('2020-03-16 00:00:00'), Timestamp('2020-03-23 00:00:00'), Timestamp('2020-03-30 00:00:00'), Timestamp('2020-04-06 00:00:00'), Timestamp('2020-04-13 00:00:00'), Timestamp('2020-04-20 00:00:00'), Timestamp('2020-04-27 00:00:00')]"
PA,"[55.69052976767871, 51.697657322914665, 53.299101579151184, 56.26897126064888, 51.961078077657135, 51.87127212759262, 52.86521257333476, 53.8593321530679, 52.33309335014503, 55.590507325360385, 51.16046935037901, 5.303830112676887, 46.565431632738274, 40.906072079708345, 33.609756268653896, 54.859442498971404, 59.99192898988135, 49.56023629181645, 30.111006237679664, 21.59540618192023, 17.765665035013825, 15.750539553717248, 19.465801923014194, 19.959050754441144, 11.504977336589176]"
PR,"[33.28607827042853, 54.37337399886528, 45.734275662440005, 51.98602744962576, 42.45062343913689, 58.9042847133266, 47.82612350461113, 39.87930077589277, 54.576572792510646, 48.07225028033864, 55.21710169587984, 0.704078977607805, 47.091058501539315, 42.752028440780116, 18.152555847566944, 49.46540854899043, 51.30814512669586, 47.74912730857558, 33.354007983485864, 18.57083470904248, 12.786644266268782, 9.488318347699085, 12.692147163813514, 15.659847031515893, 2.0173667369929533]"
RI,"[47.20528442796938, 52.74521046762117, 44.60031205398625, 38.409738966170934, 37.72113277850568, 44.65649318970644, 45.65899458279081, 50.682534546502254, 49.5844332182359, 47.59793599325707, 40.80503622653241, 0.10841287512608626, 39.66101072635741, 28.738130939463478, 19.26334725249253, 47.625253404631884, 50.1475124162788, 44.12087565995893, 27.89801722278993, 13.324417494609706, 13.066423870166252, 13.199762174396055, 9.358946233131864, 16.458501478244138, 8.213234795119401]"
SC,"[46.98862198769497, 48.0250559316201, 46.105632939489695, 52.09002768757153, 46.37343754972881, 52.308064985693825, 53.67562859140447, 56.76444251769653, 50.729830882492074, 47.95322474301428, 47.95264065147872, 4.286438980923766, 39.318569356984575, 36.01298410210318, 29.78065582005252, 46.89155126878693, 47.200173422653855, 46.42776714167716, 29.96011938141953, 21.00280472464949, 17.371133237673437, 17.630457302218854, 21.241530064204646, 22.201903549278985, 9.558675137742886]"
SD,"[75.58928388776414, 80.28200016405479, 63.599430496440725, 64.93914831941339, 64.41127161505707, 67.70900474265339, 70.86047425698612, 65.16898884970578, 80.58143122113573, 73.02191237079272, 59.57527533044517, 0.0, 60.35008629238324, 65.64029553485447, 51.50052503616888, 79.81136137719741, 70.54548034790739, 84.88792781285947, 40.03080105064075, 37.818820170653616, 27.098529633029166, 32.589389506173504, 29.80526444146573, 36.972251605650676, 16.348701328961756]"
TN,"[54.626173934314224, 54.15196279038357, 54.59453574109993, 67.40931385022417, 53.65905871851058, 57.1193727207743, 58.450188259236, 74.30965860193126, 66.10973937166091, 48.357214689818704, 52.46553321748827, 6.770251177293353, 46.327247967572156, 36.115913649195214, 32.66762914102301, 53.800596524848174, 51.999422160262576, 53.29170634571373, 38.04606653535553, 23.836633382515412, 18.0083224236785, 20.07881963335595, 22.35669319540096, 22.073272507115846, 8.38608565190486]"
TX,"[64.22154119794409, 60.63409502782186, 62.54429423350446, 75.29032084260803, 58.3614677698709, 64.18564583503735, 67.80050281989651, 74.57195254578191, 69.3121548726891, 61.749726653660915, 60.79962154219247, 9.684269233558476, 52.97423277389839, 47.73107973108918, 42.453085991697066, 60.24447582089838, 59.397427468370154, 64.43943621703261, 43.71961531158468, 31.399735981462868, 23.130067006189442, 24.713466324802972, 28.91162078419795, 31.536318708532683, 16.777483984892136]"
UT,"[56.821234971665675, 69.09710388950371, 72.60381222842764, 72.16970919408793, 67.316911963575, 62.57111944080503, 81.82502354969797, 73.73206391660085, 80.4944229992762, 64.19875478393139, 63.722021726797635, 0.22353424709418665, 53.86739170151988, 49.657853053270216, 37.00648890004647, 60.472912667474915, 63.75900833687731, 55.78332067354615, 38.24257211273196, 24.508919615985263, 24.45032228296351, 18.129525086946565, 21.907559571483002, 30.34529208152226, 7.739157417135034]"
VA,"[60.217762939447326, 57.382205334465205, 57.11441170163954, 62.95795517278339, 54.40438284284916, 55.345097328643334, 62.49039541334986, 67.8669908369611, 66.52730031659948, 58.04725354780133, 56.31013006977889, 2.792724638256812, 46.83216752333314, 46.901242186153574, 35.07348351199163, 55.983073247112884, 58.72449208703382, 51.73746356705348, 30.572149800902327, 23.431424183385424, 18.772692485467047, 18.643333779792453, 24.271116219156493, 25.05189502407681, 15.585541583227876]"
VI,"[91.40143840537388, 46.71003621612892, 98.88840476069781, 72.15150534732666, 147.3935255940591, 178.49688451893974, 127.28645694938929, 89.00159655652361, 140.7125098209403, 155.82076339858543, 118.97834300684036, 0.0, 198.26244612530732, 120.255095279757, 94.64298798110907, 142.16588680347868, 150.99668748738458, 93.95005584507048, 120.89365854026455, 27.511350588437185, 31.847208710319308, 1.88835553512757, 9.243985077600357, 112.43432460132463, 29.18338821529227]"
VT,"[57.92029851652182, 69.82598404412646, 69.17796278671554, 59.021908445104295, 71.97610128288464, 51.92591702253912, 53.77463532501822, 53.957942351958025, 43.864213809975794, 53.041597347280884, 46.34238184458595, 0.0, 38.99095120651603, 41.015582046063344, 63.22099143788525, 59.720643521421174, 75.27836385047854, 48.872491435429794, 27.733741512175587, 17.260023946405806, 17.296046936608697, 8.782759681622355, 35.563809953484686, 31.609283633609714, 4.091230274884847]"
WA,"[90.7341082475136, 78.99241485261051, 73.95937922968733, 71.34852615881965, 73.5301813840194, 78.24184119838068, 87.31517581392157, 87.60726166501854, 82.34836399781247, 70.22776977275296, 68.49338045828112, 2.649838138530646, 61.38720700557002, 51.8219346453751, 42.592719643150076, 78.53999424971656, 60.99379116996431, 48.43673012753169, 36.177587933291186, 28.45660588612611, 18.153081950081827, 19.779381125973057, 18.66608220862901, 20.522433445508653, 7.442871993047012]"
WI,"[59.23264852569518, 53.93239857581661, 54.07782021554709, 59.94484195498389, 51.643433881239865, 58.99917795188695, 58.25565639741896, 56.98304631871607, 61.72438080827652, 60.75704819848951, 57.21605721640122, 4.282507729156868, 55.29182911532734, 46.17097918732167, 37.31059705090596, 58.98180043000917, 56.355156687030096, 51.95412250562801, 37.858915072880954, 26.23829523820129, 19.40594318084907, 18.342851238209573, 20.947481855970413, 24.084991124556613, 11.870806729683515]"
